,adu_lf_86_180507,adu_lf_87_180507,adu_lf_88_180507,adu_rf_12_180510,adu_rf_13_180510,adu_rf_14_180510,adu_sd_122_180514,adu_sd_123_180514,adu_sd_124_180514,adu_uf_10_180511,adu_uf_11_180511,aur_lf_89_180507,aur_lf_90_180507,aur_lf_91_180507,aur_rf_18_180510,aur_rf_19_180510,aur_rf_20_180510,aur_sd_125_180514,aur_sd_126_180514,aur_sd_127_180514,aur_uf_15_180511,aur_uf_16_180511,aur_uf_17_180511,bio_lf_92_180507,bio_lf_93_180507,bio_lf_94_180507,bio_rf_24_180510,bio_rf_25_180510,bio_rf_70_180510,bio_sd_128_180514,bio_sd_129_180514,bio_sd_130_180514,bio_uf_21_180511,bio_uf_22_180511,bio_uf_23_180511,col_lf_107_180507,col_lf_108_180507,col_lf_109_180507,col_rf_27_180510,col_rf_28_180510,col_rf_29_180510,col_rf_72_180510,col_sd_131_180514,col_sd_132_180514,col_sd_133_180514,col_uf_26_180511,col_uf_71_180511,col_uf_73_180511,gen_lf_110_180507,gen_lf_111_180507,gen_lf_112_180507,gen_rf_33_180510,gen_rf_34_180510,gen_rf_35_180510,gen_sd_134_180514,gen_sd_135_180514,gen_sd_136_180514,gen_uf_30_180511,gen_uf_31_180511,gen_uf_32_180511,gla_lf_113_180507,gla_lf_114_180507,gla_lf_115_180507,gla_rf_39_180510,gla_rf_40_180510,gla_rf_41_180510,gla_sd_137_180514,gla_sd_138_180514,gla_sd_139_180514,gla_uf_36_180511,gla_uf_37_180511,gla_uf_38_180511,mul_lf_116_180507,mul_lf_117_180507,mul_lf_118_180507,mul_rf_48_180510,mul_rf_49_180510,mul_rf_50_180510,mul_sd_140_180514,mul_sd_141_180514,mul_sd_142_180514,mul_uf_45_180511,mul_uf_46_180511,mul_uf_47_180511,pel_lf_119_180507,pel_lf_120_180507,pel_lf_121_180507,pel_rf_55_180510,pel_rf_56_180510,pel_rf_57_180510,pel_sd_143_180514,pel_sd_144_180514,pel_sd_145_180514,pel_uf_51_180511,pel_uf_52_180511,pel_uf_53_180511,pel_uf_54_180511,ret_lf_95_180507,ret_lf_96_180507,ret_lf_97_180507,ret_rf_61_180510,ret_rf_62_180510,ret_rf_63_180510,ret_sd_146_180514,ret_sd_147_180514,ret_sd_148_180514,ret_uf_58_180511,ret_uf_59_180511,ret_uf_60_180511,san_lf_100_180507,san_lf_98_180507,san_lf_99_180507,san_rf_67_180510,san_rf_68_180510,san_rf_69_180510,san_sd_149_180514,san_sd_150_180514,san_sd_151_180514,san_uf_64_180511,san_uf_65_180511,san_uf_66_180511,sil_lf_101_180507,sil_lf_102_180507,sil_lf_103_180507,sil_rf_77_180510,sil_rf_78_180510,sil_rf_79_180510,sil_sd_152_180514,sil_sd_153_180514,sil_sd_154_180514,sil_uf_74_180511,sil_uf_75_180511,sil_uf_76_180511,umb_lf_104_180507,umb_lf_105_180507,umb_lf_106_180507,umb_rf_83_180510,umb_rf_84_180510,umb_rf_85_180510,umb_sd_155_180514,umb_sd_156_180514,umb_sd_157_180514,umb_uf_80_180511,umb_uf_81_180511,umb_uf_82_180511,,,adu_lf_86_180507,adu_lf_87_180507,adu_lf_88_180507,adu_rf_12_180510,adu_rf_13_180510,adu_rf_14_180510,adu_sd_122_180514,adu_sd_123_180514,adu_sd_124_180514,adu_uf_10_180511,adu_uf_11_180511,aur_lf_89_180507,aur_lf_90_180507,aur_lf_91_180507,aur_rf_18_180510,aur_rf_19_180510,aur_rf_20_180510,aur_sd_125_180514,aur_sd_126_180514,aur_sd_127_180514,aur_uf_15_180511,aur_uf_16_180511,aur_uf_17_180511,bio_lf_92_180507,bio_lf_93_180507,bio_lf_94_180507,bio_rf_24_180510,bio_rf_25_180510,bio_rf_70_180510,bio_sd_128_180514,bio_sd_129_180514,bio_sd_130_180514,bio_uf_21_180511,bio_uf_22_180511,bio_uf_23_180511,col_lf_107_180507,col_lf_108_180507,col_lf_109_180507,col_rf_27_180510,col_rf_28_180510,col_rf_29_180510,col_rf_72_180510,col_sd_131_180514,col_sd_132_180514,col_sd_133_180514,col_uf_26_180511,col_uf_71_180511,col_uf_73_180511,gen_lf_110_180507,gen_lf_111_180507,gen_lf_112_180507,gen_rf_33_180510,gen_rf_34_180510,gen_rf_35_180510,gen_sd_134_180514,gen_sd_135_180514,gen_sd_136_180514,gen_uf_30_180511,gen_uf_31_180511,gen_uf_32_180511,gla_lf_113_180507,gla_lf_114_180507,gla_lf_115_180507,gla_rf_39_180510,gla_rf_40_180510,gla_rf_41_180510,gla_sd_137_180514,gla_sd_138_180514,gla_sd_139_180514,gla_uf_36_180511,gla_uf_37_180511,gla_uf_38_180511,mul_lf_116_180507,mul_lf_117_180507,mul_lf_118_180507,mul_rf_48_180510,mul_rf_49_180510,mul_rf_50_180510,mul_sd_140_180514,mul_sd_141_180514,mul_sd_142_180514,mul_uf_45_180511,mul_uf_46_180511,mul_uf_47_180511,pel_lf_119_180507,pel_lf_120_180507,pel_lf_121_180507,pel_rf_55_180510,pel_rf_56_180510,pel_rf_57_180510,pel_sd_143_180514,pel_sd_144_180514,pel_sd_145_180514,pel_uf_51_180511,pel_uf_52_180511,pel_uf_53_180511,pel_uf_54_180511,ret_lf_95_180507,ret_lf_96_180507,ret_lf_97_180507,ret_rf_61_180510,ret_rf_62_180510,ret_rf_63_180510,ret_sd_146_180514,ret_sd_147_180514,ret_sd_148_180514,ret_uf_58_180511,ret_uf_59_180511,ret_uf_60_180511,san_lf_100_180507,san_lf_98_180507,san_lf_99_180507,san_rf_67_180510,san_rf_68_180510,san_rf_69_180510,san_sd_149_180514,san_sd_150_180514,san_sd_151_180514,san_uf_64_180511,san_uf_65_180511,san_uf_66_180511,sil_lf_101_180507,sil_lf_102_180507,sil_lf_103_180507,sil_rf_77_180510,sil_rf_78_180510,sil_rf_79_180510,sil_sd_152_180514,sil_sd_153_180514,sil_sd_154_180514,sil_uf_74_180511,sil_uf_75_180511,sil_uf_76_180511,umb_lf_104_180507,umb_lf_105_180507,umb_lf_106_180507,umb_rf_83_180510,umb_rf_84_180510,umb_rf_85_180510,umb_sd_155_180514,umb_sd_156_180514,umb_sd_157_180514,umb_uf_80_180511,umb_uf_81_180511,umb_uf_82_180511
adu_lf_86_180507,1,0.867846938,0.773844287,0.725899721,0.850007278,0.806375197,0.545245111,0.610056078,0.448275007,0.855407113,0.864277175,0.513702519,0.600236114,0.555249334,0.416464595,0.493746532,0.418412467,0.400627553,0.336825377,0.249694105,0.468588745,0.507313706,0.457176722,0.42585635,0.578814752,0.522461612,0.496444125,0.466670977,0.376722446,0.485264146,0.407922901,0.3126145,0.379200695,0.475196646,0.517534495,0.557223347,0.602330252,0.575553902,0.526789799,0.582540595,0.483202704,0.536998308,0.415803628,0.487398489,0.388513791,0.550684762,0.542002259,0.601929223,0.542456534,0.630654323,0.784322853,0.459389124,0.370687721,0.392296188,0.28080005,0.209458493,0.242931901,0.412279578,0.487225462,0.470688486,0.565055117,0.449844385,0.742333349,0.709478584,0.614054059,0.656846109,0.549582824,0.63008635,0.563547702,0.704128476,0.688884818,0.729655295,0.625758376,0.551058957,0.553801405,0.475857269,0.480748275,0.447200447,0.431785934,0.419378714,0.387749169,0.527075048,0.554567002,0.610588722,0.473654498,0.471312101,0.448253588,0.334698534,0.351031639,0.360898641,0.224642226,0.33435677,0.323630064,0.363312111,0.402373922,0.445494564,0.436382291,0.454162292,0.407500786,0.561405548,0.397318925,0.521657219,0.556337,0.541885226,0.313883999,0.477874082,0.497160824,0.505173159,0.603671312,0.506317711,0.606779725,0.576994444,0.491212392,0.463427938,0.466931145,0.431344384,0.373686635,0.407579539,0.514113036,0.522854622,0.446635986,0.4514979,0.414377387,0.490123116,0.558389715,0.446390233,0.543032942,0.408996117,0.305175367,0.356318016,0.536294017,0.571330267,0.54288843,0.731034866,0.787288356,0.699069629,0.669328096,0.754150881,0.726296182,0.664877957,0.625718868,0.604583234,0.718936299,0.656016807,0.715826905,,adu_lf_86_180507,1,0.867846938,0.773844287,0.725899721,0.850007278,0.806375197,0.545245111,0.610056078,0.448275007,0.855407113,0.864277175,0.513702519,0.600236114,0.555249334,0.416464595,0.493746532,0.418412467,0.400627553,0.336825377,0.249694105,0.468588745,0.507313706,0.457176722,0.42585635,0.578814752,0.522461612,0.496444125,0.466670977,0.376722446,0.485264146,0.407922901,0.3126145,0.379200695,0.475196646,0.517534495,0.557223347,0.602330252,0.575553902,0.526789799,0.582540595,0.483202704,0.536998308,0.415803628,0.487398489,0.388513791,0.550684762,0.542002259,0.601929223,0.542456534,0.630654323,0.784322853,0.459389124,0.370687721,0.392296188,0.28080005,0.209458493,0.242931901,0.412279578,0.487225462,0.470688486,0.565055117,0.449844385,0.742333349,0.709478584,0.614054059,0.656846109,0.549582824,0.63008635,0.563547702,0.704128476,0.688884818,0.729655295,0.625758376,0.551058957,0.553801405,0.475857269,0.480748275,0.447200447,0.431785934,0.419378714,0.387749169,0.527075048,0.554567002,0.610588722,0.473654498,0.471312101,0.448253588,0.334698534,0.351031639,0.360898641,0.224642226,0.33435677,0.323630064,0.363312111,0.402373922,0.445494564,0.436382291,0.454162292,0.407500786,0.561405548,0.397318925,0.521657219,0.556337,0.541885226,0.313883999,0.477874082,0.497160824,0.505173159,0.603671312,0.506317711,0.606779725,0.576994444,0.491212392,0.463427938,0.466931145,0.431344384,0.373686635,0.407579539,0.514113036,0.522854622,0.446635986,0.4514979,0.414377387,0.490123116,0.558389715,0.446390233,0.543032942,0.408996117,0.305175367,0.356318016,0.536294017,0.571330267,0.54288843,0.731034866,0.787288356,0.699069629,0.669328096,0.754150881,0.726296182,0.664877957,0.625718868,0.604583234,0.718936299,0.656016807,0.715826905
adu_lf_87_180507,0.867846938,1,0.781576907,0.709324348,0.800099459,0.838897082,0.569771074,0.619442947,0.462510467,0.773777638,0.815239794,0.547397789,0.639296438,0.625109557,0.41294959,0.514232998,0.402314148,0.396587203,0.356946237,0.286897139,0.480920028,0.503002007,0.488763622,0.450974299,0.612461005,0.565546988,0.518360034,0.487958688,0.372596979,0.507294448,0.441120953,0.334822533,0.347552852,0.47354189,0.492936299,0.558682098,0.584867457,0.599513339,0.516232993,0.590501833,0.495918564,0.551129842,0.414235517,0.453181088,0.342346861,0.540114577,0.532909024,0.581590051,0.542794786,0.642280067,0.745688046,0.468543607,0.34232124,0.368075612,0.294956442,0.214970559,0.2354707,0.399572122,0.505929778,0.489509135,0.585502764,0.492810575,0.768256692,0.708581433,0.606881056,0.624490871,0.573571918,0.67198418,0.601638799,0.656951935,0.644567795,0.721654259,0.661466427,0.60776714,0.568280702,0.486226454,0.477265208,0.472217723,0.455893075,0.404051275,0.40611241,0.554096507,0.571427527,0.639558452,0.511133735,0.494197604,0.475449438,0.369263285,0.330800268,0.385919838,0.216298848,0.35684897,0.34517335,0.335681214,0.398377687,0.439808458,0.458117988,0.482061629,0.434217885,0.558809003,0.395043682,0.521678193,0.544165614,0.543774134,0.322144104,0.478004106,0.468416859,0.490503233,0.579973059,0.541306883,0.622636396,0.614591734,0.547744495,0.491316604,0.514111815,0.460667559,0.41710343,0.426879459,0.53704028,0.522717485,0.504035311,0.438883779,0.423362242,0.489654661,0.569241703,0.449296428,0.526840771,0.421450607,0.299341,0.378413501,0.534196996,0.560526459,0.553053699,0.707113849,0.745724386,0.664684839,0.694330061,0.728601732,0.687991284,0.658491398,0.653660097,0.62218926,0.694031633,0.62703873,0.691039894,,adu_lf_87_180507,0.867846938,1,0.781576907,0.709324348,0.800099459,0.838897082,0.569771074,0.619442947,0.462510467,0.773777638,0.815239794,0.547397789,0.639296438,0.625109557,0.41294959,0.514232998,0.402314148,0.396587203,0.356946237,0.286897139,0.480920028,0.503002007,0.488763622,0.450974299,0.612461005,0.565546988,0.518360034,0.487958688,0.372596979,0.507294448,0.441120953,0.334822533,0.347552852,0.47354189,0.492936299,0.558682098,0.584867457,0.599513339,0.516232993,0.590501833,0.495918564,0.551129842,0.414235517,0.453181088,0.342346861,0.540114577,0.532909024,0.581590051,0.542794786,0.642280067,0.745688046,0.468543607,0.34232124,0.368075612,0.294956442,0.214970559,0.2354707,0.399572122,0.505929778,0.489509135,0.585502764,0.492810575,0.768256692,0.708581433,0.606881056,0.624490871,0.573571918,0.67198418,0.601638799,0.656951935,0.644567795,0.721654259,0.661466427,0.60776714,0.568280702,0.486226454,0.477265208,0.472217723,0.455893075,0.404051275,0.40611241,0.554096507,0.571427527,0.639558452,0.511133735,0.494197604,0.475449438,0.369263285,0.330800268,0.385919838,0.216298848,0.35684897,0.34517335,0.335681214,0.398377687,0.439808458,0.458117988,0.482061629,0.434217885,0.558809003,0.395043682,0.521678193,0.544165614,0.543774134,0.322144104,0.478004106,0.468416859,0.490503233,0.579973059,0.541306883,0.622636396,0.614591734,0.547744495,0.491316604,0.514111815,0.460667559,0.41710343,0.426879459,0.53704028,0.522717485,0.504035311,0.438883779,0.423362242,0.489654661,0.569241703,0.449296428,0.526840771,0.421450607,0.299341,0.378413501,0.534196996,0.560526459,0.553053699,0.707113849,0.745724386,0.664684839,0.694330061,0.728601732,0.687991284,0.658491398,0.653660097,0.62218926,0.694031633,0.62703873,0.691039894
adu_lf_88_180507,0.773844287,0.781576907,1,0.783582775,0.714783877,0.764937626,0.646443102,0.670181932,0.494142425,0.714931388,0.754124164,0.622872887,0.713037168,0.659378652,0.528513238,0.578019194,0.506020276,0.481155821,0.396806708,0.322386902,0.525297902,0.601623277,0.517150072,0.47453961,0.663966873,0.567212057,0.524389034,0.484374637,0.410383571,0.517079685,0.412099809,0.310304901,0.378929782,0.490964941,0.494282414,0.535660184,0.566179386,0.595040406,0.545349688,0.592760919,0.55341188,0.577142368,0.48470987,0.48313025,0.365653755,0.575338204,0.554978147,0.640399529,0.540489728,0.541121413,0.656517405,0.477170717,0.400512949,0.388871896,0.317136836,0.25846629,0.246636532,0.380922301,0.497067402,0.47077223,0.588195913,0.510676193,0.668047828,0.637993347,0.491782819,0.5466689,0.512354869,0.60967374,0.56943142,0.58669489,0.610119149,0.584323981,0.719952569,0.613879661,0.559566734,0.4996166,0.547952599,0.478921063,0.439122531,0.493901154,0.396242867,0.523079734,0.561405208,0.610179306,0.571302619,0.528662927,0.492521679,0.431422947,0.451270624,0.467113735,0.260579755,0.386092717,0.361915942,0.437551157,0.485407385,0.558565282,0.478026795,0.570959024,0.54066975,0.598913853,0.414107016,0.542145148,0.547282265,0.558452392,0.34662973,0.476427782,0.528173591,0.52144486,0.625755583,0.546220748,0.632291568,0.61759077,0.498005929,0.492122164,0.492519577,0.463967888,0.413620034,0.453927807,0.520909602,0.57846213,0.513317718,0.456274299,0.41435488,0.513519448,0.542438803,0.473802471,0.525472439,0.44847526,0.337080424,0.390885719,0.538145532,0.542209958,0.5506383,0.600047272,0.662038531,0.616694812,0.58821032,0.641701435,0.602247889,0.544789095,0.620756412,0.587750609,0.617667256,0.561666091,0.596026917,,adu_lf_88_180507,0.773844287,0.781576907,1,0.783582775,0.714783877,0.764937626,0.646443102,0.670181932,0.494142425,0.714931388,0.754124164,0.622872887,0.713037168,0.659378652,0.528513238,0.578019194,0.506020276,0.481155821,0.396806708,0.322386902,0.525297902,0.601623277,0.517150072,0.47453961,0.663966873,0.567212057,0.524389034,0.484374637,0.410383571,0.517079685,0.412099809,0.310304901,0.378929782,0.490964941,0.494282414,0.535660184,0.566179386,0.595040406,0.545349688,0.592760919,0.55341188,0.577142368,0.48470987,0.48313025,0.365653755,0.575338204,0.554978147,0.640399529,0.540489728,0.541121413,0.656517405,0.477170717,0.400512949,0.388871896,0.317136836,0.25846629,0.246636532,0.380922301,0.497067402,0.47077223,0.588195913,0.510676193,0.668047828,0.637993347,0.491782819,0.5466689,0.512354869,0.60967374,0.56943142,0.58669489,0.610119149,0.584323981,0.719952569,0.613879661,0.559566734,0.4996166,0.547952599,0.478921063,0.439122531,0.493901154,0.396242867,0.523079734,0.561405208,0.610179306,0.571302619,0.528662927,0.492521679,0.431422947,0.451270624,0.467113735,0.260579755,0.386092717,0.361915942,0.437551157,0.485407385,0.558565282,0.478026795,0.570959024,0.54066975,0.598913853,0.414107016,0.542145148,0.547282265,0.558452392,0.34662973,0.476427782,0.528173591,0.52144486,0.625755583,0.546220748,0.632291568,0.61759077,0.498005929,0.492122164,0.492519577,0.463967888,0.413620034,0.453927807,0.520909602,0.57846213,0.513317718,0.456274299,0.41435488,0.513519448,0.542438803,0.473802471,0.525472439,0.44847526,0.337080424,0.390885719,0.538145532,0.542209958,0.5506383,0.600047272,0.662038531,0.616694812,0.58821032,0.641701435,0.602247889,0.544789095,0.620756412,0.587750609,0.617667256,0.561666091,0.596026917
adu_rf_12_180510,0.725899721,0.709324348,0.783582775,1,0.709357781,0.779517454,0.676749731,0.68796318,0.56314489,0.726593891,0.73794444,0.54861488,0.599931025,0.54159448,0.545217685,0.513267293,0.492727423,0.527610694,0.447412499,0.39881469,0.533748049,0.615039241,0.501645322,0.464716079,0.569607362,0.507909413,0.534845884,0.467471991,0.353967549,0.576300917,0.451473914,0.330721247,0.427492259,0.460730095,0.502998171,0.535007584,0.544254212,0.514044171,0.552422285,0.662486945,0.58556166,0.62905129,0.502489876,0.58521129,0.457964865,0.5526268,0.580775998,0.608275428,0.489350943,0.511640828,0.59745848,0.439400206,0.410426757,0.389708771,0.331506677,0.238173317,0.26323259,0.366392741,0.479356787,0.399055388,0.543051491,0.426850733,0.64088558,0.597169342,0.519551866,0.557283508,0.559906175,0.633417627,0.577391285,0.577974358,0.577331598,0.590095153,0.665153311,0.535448832,0.50099313,0.524021709,0.5614583,0.489618395,0.495913508,0.527549348,0.445482205,0.553633586,0.540421807,0.555798166,0.47944135,0.499961562,0.47846548,0.396157806,0.378709406,0.446054506,0.284140936,0.38524943,0.37397207,0.3942215,0.41550684,0.499358194,0.425105697,0.471783157,0.433316905,0.520468713,0.495642899,0.590263104,0.611251064,0.605307252,0.420280595,0.538522302,0.575964501,0.523558173,0.613982501,0.495645865,0.586997358,0.534383737,0.515240398,0.487140618,0.524597891,0.454498301,0.401244997,0.483623917,0.486347924,0.513796715,0.472357987,0.333419543,0.396022508,0.407778973,0.542314921,0.492090017,0.52431274,0.475258397,0.408509973,0.414737015,0.478958308,0.57353949,0.549314755,0.583331916,0.63304006,0.5837518,0.584767272,0.667701911,0.64890299,0.596436875,0.660008718,0.594128033,0.643010416,0.547853717,0.582125841,,adu_rf_12_180510,0.725899721,0.709324348,0.783582775,1,0.709357781,0.779517454,0.676749731,0.68796318,0.56314489,0.726593891,0.73794444,0.54861488,0.599931025,0.54159448,0.545217685,0.513267293,0.492727423,0.527610694,0.447412499,0.39881469,0.533748049,0.615039241,0.501645322,0.464716079,0.569607362,0.507909413,0.534845884,0.467471991,0.353967549,0.576300917,0.451473914,0.330721247,0.427492259,0.460730095,0.502998171,0.535007584,0.544254212,0.514044171,0.552422285,0.662486945,0.58556166,0.62905129,0.502489876,0.58521129,0.457964865,0.5526268,0.580775998,0.608275428,0.489350943,0.511640828,0.59745848,0.439400206,0.410426757,0.389708771,0.331506677,0.238173317,0.26323259,0.366392741,0.479356787,0.399055388,0.543051491,0.426850733,0.64088558,0.597169342,0.519551866,0.557283508,0.559906175,0.633417627,0.577391285,0.577974358,0.577331598,0.590095153,0.665153311,0.535448832,0.50099313,0.524021709,0.5614583,0.489618395,0.495913508,0.527549348,0.445482205,0.553633586,0.540421807,0.555798166,0.47944135,0.499961562,0.47846548,0.396157806,0.378709406,0.446054506,0.284140936,0.38524943,0.37397207,0.3942215,0.41550684,0.499358194,0.425105697,0.471783157,0.433316905,0.520468713,0.495642899,0.590263104,0.611251064,0.605307252,0.420280595,0.538522302,0.575964501,0.523558173,0.613982501,0.495645865,0.586997358,0.534383737,0.515240398,0.487140618,0.524597891,0.454498301,0.401244997,0.483623917,0.486347924,0.513796715,0.472357987,0.333419543,0.396022508,0.407778973,0.542314921,0.492090017,0.52431274,0.475258397,0.408509973,0.414737015,0.478958308,0.57353949,0.549314755,0.583331916,0.63304006,0.5837518,0.584767272,0.667701911,0.64890299,0.596436875,0.660008718,0.594128033,0.643010416,0.547853717,0.582125841
adu_rf_13_180510,0.850007278,0.800099459,0.714783877,0.709357781,1,0.7847636,0.538335936,0.610191952,0.44796368,0.822643107,0.848318115,0.511221074,0.553867374,0.564500187,0.42119372,0.480696875,0.434718474,0.424158982,0.346702036,0.270563913,0.440044891,0.490291687,0.455081111,0.382841376,0.539237977,0.478681031,0.46877891,0.425419074,0.356947691,0.504358506,0.375409221,0.294015178,0.324253054,0.457391971,0.454903994,0.485724681,0.517269863,0.505808805,0.492326334,0.590754236,0.496811069,0.498183508,0.39158313,0.468993269,0.305873408,0.538056983,0.482537574,0.538721934,0.477733044,0.668516027,0.752485591,0.428669473,0.326172572,0.342740612,0.291289282,0.198031746,0.237133292,0.369008791,0.49771577,0.411268894,0.523293249,0.442333559,0.708411582,0.688851807,0.618359739,0.665386571,0.552747225,0.622749926,0.564444112,0.710390306,0.698440469,0.702232378,0.586846605,0.539273856,0.505204931,0.489482813,0.462711124,0.48390487,0.454150326,0.404681158,0.381508605,0.504771652,0.500211726,0.568296181,0.466910193,0.465940526,0.424293678,0.346599469,0.363930812,0.365783547,0.213733902,0.351539135,0.355254853,0.357599472,0.40962057,0.460608982,0.435439953,0.473060653,0.372136071,0.532662447,0.417363535,0.470477914,0.553832936,0.530205553,0.292428357,0.465616903,0.481446275,0.417752876,0.578646582,0.463373387,0.535989138,0.554038518,0.490673883,0.415144131,0.454824912,0.416119155,0.362632884,0.427693657,0.48519239,0.499283756,0.443302495,0.401952216,0.366766866,0.423642919,0.530350802,0.404511864,0.529213091,0.439004913,0.33253279,0.341590217,0.544687765,0.513880992,0.539788563,0.708281805,0.755337288,0.7171778,0.684507648,0.72889123,0.726243925,0.698282369,0.605192614,0.593987587,0.783121709,0.631373234,0.680753863,,adu_rf_13_180510,0.850007278,0.800099459,0.714783877,0.709357781,1,0.7847636,0.538335936,0.610191952,0.44796368,0.822643107,0.848318115,0.511221074,0.553867374,0.564500187,0.42119372,0.480696875,0.434718474,0.424158982,0.346702036,0.270563913,0.440044891,0.490291687,0.455081111,0.382841376,0.539237977,0.478681031,0.46877891,0.425419074,0.356947691,0.504358506,0.375409221,0.294015178,0.324253054,0.457391971,0.454903994,0.485724681,0.517269863,0.505808805,0.492326334,0.590754236,0.496811069,0.498183508,0.39158313,0.468993269,0.305873408,0.538056983,0.482537574,0.538721934,0.477733044,0.668516027,0.752485591,0.428669473,0.326172572,0.342740612,0.291289282,0.198031746,0.237133292,0.369008791,0.49771577,0.411268894,0.523293249,0.442333559,0.708411582,0.688851807,0.618359739,0.665386571,0.552747225,0.622749926,0.564444112,0.710390306,0.698440469,0.702232378,0.586846605,0.539273856,0.505204931,0.489482813,0.462711124,0.48390487,0.454150326,0.404681158,0.381508605,0.504771652,0.500211726,0.568296181,0.466910193,0.465940526,0.424293678,0.346599469,0.363930812,0.365783547,0.213733902,0.351539135,0.355254853,0.357599472,0.40962057,0.460608982,0.435439953,0.473060653,0.372136071,0.532662447,0.417363535,0.470477914,0.553832936,0.530205553,0.292428357,0.465616903,0.481446275,0.417752876,0.578646582,0.463373387,0.535989138,0.554038518,0.490673883,0.415144131,0.454824912,0.416119155,0.362632884,0.427693657,0.48519239,0.499283756,0.443302495,0.401952216,0.366766866,0.423642919,0.530350802,0.404511864,0.529213091,0.439004913,0.33253279,0.341590217,0.544687765,0.513880992,0.539788563,0.708281805,0.755337288,0.7171778,0.684507648,0.72889123,0.726243925,0.698282369,0.605192614,0.593987587,0.783121709,0.631373234,0.680753863
adu_rf_14_180510,0.806375197,0.838897082,0.764937626,0.779517454,0.7847636,1,0.651146866,0.697946329,0.535314288,0.810921652,0.828236592,0.566923279,0.635638311,0.624272389,0.471550844,0.551103277,0.462437502,0.476686218,0.421209204,0.317741948,0.56192268,0.603233329,0.573822831,0.487018114,0.605323632,0.528684856,0.524224921,0.491897026,0.37267092,0.566405977,0.467308643,0.343885858,0.465781054,0.490391844,0.521597542,0.602211046,0.624509982,0.656964779,0.619676293,0.678040262,0.590229201,0.652409634,0.485101137,0.549270087,0.43235996,0.652998307,0.629658249,0.67406371,0.554711101,0.600663563,0.709521573,0.507178728,0.386249677,0.425474105,0.330939789,0.22422967,0.262535489,0.448071274,0.553583333,0.495586958,0.573833732,0.479988854,0.731372198,0.733950338,0.609563942,0.613979828,0.664185708,0.762100746,0.68362704,0.672849327,0.65365542,0.730177745,0.637854582,0.561211188,0.589899637,0.497397984,0.533680251,0.544813393,0.565899043,0.482561078,0.444397987,0.633618135,0.643393792,0.689586189,0.512438712,0.509801205,0.509675643,0.346195783,0.346172172,0.416596366,0.270577324,0.387639617,0.402354503,0.390468625,0.432342356,0.465043613,0.480999199,0.506579517,0.456276676,0.618235868,0.468681803,0.59150059,0.600104309,0.661202908,0.382248464,0.545573227,0.578679724,0.574287628,0.665056574,0.547165228,0.632961016,0.623457457,0.565843874,0.543129029,0.583096343,0.489708052,0.45343886,0.48877467,0.566325012,0.565023556,0.53314873,0.406102216,0.424433521,0.458596362,0.642533176,0.534206022,0.651006614,0.45784254,0.356925559,0.436369985,0.588649891,0.622516814,0.607093242,0.68405194,0.732660468,0.634316299,0.694860004,0.715981347,0.694133378,0.691203419,0.726500512,0.724445577,0.701657305,0.617098276,0.668411772,,adu_rf_14_180510,0.806375197,0.838897082,0.764937626,0.779517454,0.7847636,1,0.651146866,0.697946329,0.535314288,0.810921652,0.828236592,0.566923279,0.635638311,0.624272389,0.471550844,0.551103277,0.462437502,0.476686218,0.421209204,0.317741948,0.56192268,0.603233329,0.573822831,0.487018114,0.605323632,0.528684856,0.524224921,0.491897026,0.37267092,0.566405977,0.467308643,0.343885858,0.465781054,0.490391844,0.521597542,0.602211046,0.624509982,0.656964779,0.619676293,0.678040262,0.590229201,0.652409634,0.485101137,0.549270087,0.43235996,0.652998307,0.629658249,0.67406371,0.554711101,0.600663563,0.709521573,0.507178728,0.386249677,0.425474105,0.330939789,0.22422967,0.262535489,0.448071274,0.553583333,0.495586958,0.573833732,0.479988854,0.731372198,0.733950338,0.609563942,0.613979828,0.664185708,0.762100746,0.68362704,0.672849327,0.65365542,0.730177745,0.637854582,0.561211188,0.589899637,0.497397984,0.533680251,0.544813393,0.565899043,0.482561078,0.444397987,0.633618135,0.643393792,0.689586189,0.512438712,0.509801205,0.509675643,0.346195783,0.346172172,0.416596366,0.270577324,0.387639617,0.402354503,0.390468625,0.432342356,0.465043613,0.480999199,0.506579517,0.456276676,0.618235868,0.468681803,0.59150059,0.600104309,0.661202908,0.382248464,0.545573227,0.578679724,0.574287628,0.665056574,0.547165228,0.632961016,0.623457457,0.565843874,0.543129029,0.583096343,0.489708052,0.45343886,0.48877467,0.566325012,0.565023556,0.53314873,0.406102216,0.424433521,0.458596362,0.642533176,0.534206022,0.651006614,0.45784254,0.356925559,0.436369985,0.588649891,0.622516814,0.607093242,0.68405194,0.732660468,0.634316299,0.694860004,0.715981347,0.694133378,0.691203419,0.726500512,0.724445577,0.701657305,0.617098276,0.668411772
