"","CLUSTERID1","CLUSTERID2","DeltaMZ","MEH","Cosine","OtherScore","ComponentIndex"
"8140","10207","11533",-130.054,0,0.65097,0.416038,6
"8141","5627","7602",-45.002,0,0.857998,0.474532,6
"8142","5627","7607",-45.095,0,0.891343,0.481681,6
"8143","2094","2492",-13.978,0,0.761934,0.681454,6
"8144","6178","12142",-358.158,0,0.730285,0.47824,6
"8145","8379","12744",-771.128,0,0.75044,0.421849,6
"8146","11991","12061",-13.993,0,0.754586,0.498459,6
"8147","10602","11177",-56.063,0,0.969925,0.897121,6
"8148","3934","4455",-10.024,0,0.810031,0.547773,6
"8149","10058","12476",-359.132,0,0.874421,0.598301,6
"8150","2925","10522",-259.035,0,0.927737,0.757369,6
"8151","2307","6575",-140.648,0,0.928443,0.78113,6
"8152","3878","3933",-4.144,0,0.955945,0.607974,6
"8153","8983","10808",-99.028,0,0.717962,0.470567,6
"8154","2491","2922",-13.008,0,0.983635,0.829624,6
"8155","9274","12770",-829.266,0,0.916262,0.739015,6
"8156","5142","12004",-355.112,0,0.805131,0.52311,6
"8157","2416","8620",-181.533,0,0.710328,0.515181,6
"8158","11788","11797",-1.00403,0,0.83259,0.592416,6
"8159","4710","5408",-21.982,0,0.901717,0.760394,6
"8160","10038","11766",-168.064,0,0.681204,0.487905,6
"8161","2889","12135",-463.226,0,0.614199,0.610496,6
"8162","2094","6826",-145.988,0,0.655305,0.400136,6
"8163","4733","12135",-398.218,0,0.979802,0.785641,6
"8164","6380","8114",-37.906,0,0.828744,0.545605,6
"8165","2469","7993",-161.033,0,0.637295,0.630239,6
"8166","4734","12135",-398.218,0,0.728783,0.421571,6
"8167","2415","4521",-74.522,0,0.620845,0.42956,6
"8168","2415","4520",-74.522,0,0.885318,0.587678,6
"8169","5922","6650",-14.011,0,0.765571,0.612277,6
"8170","7274","7823",-14.018,0,0.68317,0.592016,6
"8171","5211","5389",-4.98299,0,0.794736,0.552315,6
"8172","6331","9548",-100.028,0,0.725944,0.537109,6
"8173","3799","4709",-24.951,0,0.836793,0.680643,6
"8174","3685","3799",-2.80101,0,0.834233,0.506426,6
"8175","3685","3798",-2.91301,0,0.911855,0.589197,6
"8176","8968","12371",-353.161,0,0.750044,0.439795,6
"8177","10298","11058",-54.038,0,0.612322,0.418796,6
"8178","10468","10723",-15.966,0,0.916144,0.522717,6
"8179","3685","3792",-2.487,0,0.92427,0.59403,6
"8180","6572","7368",-16.439,0,0.624036,0.547692,6
"8181","2755","4228",-56.032,0,0.629932,0.48573,6
"8182","7617","9395",-60.789,0,0.846657,0.529355,6
"8183","10259","10324",-4.013,0,0.683943,0.455371,6
"8184","7807","9441",-56.026,0,0.691027,0.528297,6
"8185","3879","4259",-9.174,0,0.770481,0.40144,6
"8186","8491","8520",-1.01099,0,0.960552,0.836591,6
"8187","8583","8601",-1,0,0.935331,0.764646,6
"8188","8583","8602",-1.99603,0,0.740792,0.5474,6
"8189","3902","3944",-2.65999,0,0.965001,0.70533,6
"8190","10793","12101",-167.037,0,0.62802,0.48405,6
"8191","12606","12614",-4.95599,0,0.984171,0.85599,6
"8192","12606","12616",-5.96002,0,0.99493,0.952922,6
"8193","12606","12611",-2.00604,0,0.972104,0.748074,6
"8194","7751","11948",-285.133,0,0.745878,0.548454,6
"8195","3649","10452",-648.147,0,0.728523,0.48248,6
"8196","2492","4225",-60.081,0,0.733338,0.403921,6
"8197","3685","3860",-210.674,0,0.925534,0.593984,6
"8198","10607","10625",-1.00601,0,0.717535,0.465145,6
"8199","11149","11150",-0.00100708,0,0.637254,0.442196,6
"8200","11927","12770",-593.182,0,0.799908,0.610545,6
"8201","779","3889",-103.746,0,0.668822,0.502759,6
"8202","3303","5378",-64.48,0,0.875461,0.85605,6
"8203","2889","12095",-447.251,0,0.733029,0.555234,6
"8204","2492","3798",-50.139,0,0.779019,0.440404,6
"8205","2492","3799",-50.027,0,0.856233,0.700967,6
"8206","8800","12149",-293.092,0,0.673663,0.524902,6
"8207","7274","12315",-388.097,0,0.76961,0.463044,6
"8208","3786","3920",-7.002,0,0.888718,0.710999,6
"8209","2999","10181",-236.066,0,0.634588,0.536318,6
"8210","5490","9209",-100.071,0,0.787003,0.584444,6
"8211","3781","4362",-15.155,0,0.878532,0.454461,6
"8212","5579","6732",-28.032,0,0.773927,0.418118,6
"8213","11446","11568",-14.016,0,0.61671,0.458844,6
"8214","1782","2440",-20.004,0,0.975459,0.866437,6
"8215","2415","4836",-82.674,0,0.780645,0.413448,6
"8216","5316","12001",-351.13,0,0.615703,0.418569,6
"8217","7990","8717",-26.016,0,0.741571,0.56493,6
"8218","11861","12445",-162.054,0,0.77283,0.54438,6
"8219","6178","12134",-356.152,0,0.750231,0.479953,6
"8220","3691","4711",-27.995,0,0.706327,0.509968,6
"8221","9477","12030",-238.005,0,0.636523,0.421427,6
"8222","5839","11755",-294.051,0,0.795951,0.552855,6
"8223","7370","11249",-204.064,0,0.769729,0.584164,6
"8224","10249","12761",-741.228,0,0.614038,0.412697,6
"8225","10249","12762",-742.231,0,0.616457,0.430394,6
"8226","10249","12764",-743.232,0,0.614038,0.412697,6
"8227","10831","12004",303.062,0,0.976404,0.809416,6
"8228","6661","6875",-2.01398,0,0.830669,0.474652,6
"8229","3674","11846",-376.116,0,0.625509,0.463856,6
"8230","5526","9209",-99.068,0,0.795458,0.491725,6
"8231","7338","12315",-387.094,0,0.772795,0.421332,6
"8232","7273","10563",-136.036,0,0.765742,0.579886,6
"8233","3809","9896",-188.019,0,0.722221,0.434827,6
"8234","7980","11231",-187.917,0,0.812922,0.513171,6
"8235","10551","12614",-452.122,0,0.977146,0.787463,6
"8236","7656","11739",-252.698,0,0.800787,0.555727,6
"8237","9896","11303",-122.016,0,0.656675,0.456127,6
"8238","4753","11855",-347.12,0,0.86736,0.680474,6
"8239","9208","12583",-506.157,0,0.97033,0.748281,6
"8240","7796","9187",-43.972,0,0.782799,0.470136,6
"8241","3934","8344",-435.127,0,0.841906,0.531161,6
"8242","10590","12033",-175.065,0,0.708687,0.519443,6
"8243","10822","11989",-145.055,0,0.687238,0.428668,6
"8244","1998","5408",-113.018,0,0.960053,0.817456,6
"8245","11163","12697",-505.278,0,0.753376,0.475713,6
"8246","7560","10463",-545.214,0,0.75454,0.647228,6
"8247","2906","4878",-68.061,0,0.894626,0.70604,6
"8248","10065","11296",-114.066,0,0.750802,0.693765,6
"8249","4733","7724",-76.097,0,0.944406,0.643805,6
"8250","7817","12001",-288.101,0,0.672793,0.553334,6
"8251","779","8627",-559.091,0,0.610826,0.414427,6
"8252","2095","4709",-88.501,0,0.78385,0.671976,6
"8253","8534","12390",-380.153,0,0.690316,0.439876,6
"8254","3479","7346",-401.321,0,0.732235,0.434495,6
"8255","3934","8342",-434.125,0,0.843166,0.58469,6
"8256","11092","12583",-382.144,0,0.643296,0.463047,6
"8257","3485","11697",-363.37,0,0.639391,0.670145,6
"8258","2929","5653",-91.035,0,0.722087,0.501954,6
"8259","11325","11855",-61.041,0,0.817488,0.467847,6
"8260","10146","10862",-45.93,0,0.684623,0.500549,6
"8261","1521","2489",-29.023,0,0.6026,0.558855,6
"8262","6370","10819",-623.155,0,0.922913,0.712026,6
"8263","8375","8534",-4.026,0,0.6501,0.456216,6
"8264","2976","5262",-75.05,0,0.743178,0.437202,6
"8265","1069","11724",-444.345,0,0.853791,0.796926,6
"8266","1404","7678",-183.136,0,0.641078,0.618422,6
"8267","2929","6550",-112.014,0,0.736555,0.416457,6
"8268","10271","12700",-576.311,0,0.607111,0.414452,6
"8269","3904","4455",-10.969,0,0.850695,0.56679,6
"8270","10271","12704",-580.274,0,0.662936,0.485158,6
"8271","7753","10941",-154.048,0,0.763336,0.510289,6
"8272","11855","12505",-196.006,0,0.73787,0.429019,6
"8273","3019","10463",-672.13,0,0.841888,0.610912,6
"8274","4228","5526",-41.029,0,0.831786,0.561046,6
"8275","7338","11983",-297.111,0,0.772521,0.540894,6
"8276","1064","7307",-183.663,0,0.669887,0.405297,6
"8277","2468","11074",-800.211,0,0.611098,0.546966,6
"8278","4733","7581",-72.076,0,0.845577,0.594301,6
"8279","3693","12355",-497.18,0,0.835241,0.661435,6
"8280","7338","8983",-52.018,0,0.791019,0.544997,6
"8281","6078","6756",-13.049,0,0.839537,0.469848,6
"8282","2492","10529",-273.069,0,0.831664,0.518322,6
"8283","2938","9769",-212.099,0,0.670626,0.403344,6
"8284","3598","8841",-145.967,0,0.966531,0.74467,6
"8285","3859","10529",-221.522,0,0.805299,0.528168,6
"8286","4533","10561",-207.037,0,0.775607,0.465379,6
"8287","7617","12135",-324.973,0,0.943429,0.67613,6
"8288","10038","12453",-346.139,0,0.751106,0.522656,6
"8289","3598","5389",-54.008,0,0.634589,0.526783,6
"8290","2925","5267",-79.016,0,0.62066,0.46271,6
"8291","3597","5626",-62.052,0,0.719273,0.425337,6
"8292","2925","5262",-79.016,0,0.888181,0.680993,6
"8293","10240","12006",-186.049,0,0.632706,0.534468,6
"8294","3446","10817",-258.041,0,0.664697,0.479594,6
"8295","1068","12065",-496.263,0,0.6759,0.440092,6
"8296","2441","11691",-406.257,0,0.90816,0.56912,6
"8297","12711","12769",-181.09,0,0.870316,0.584996,6
"8298","9946","11163",-94.061,0,0.639007,0.435953,6
"8299","3304","11069",-765.278,0,0.651364,0.477837,6
"8300","10936","11303",-52.97,0,0.634798,0.417146,6
"8301","7814","11937",-282.09,0,0.721518,0.402834,6
"8302","7617","7795",-5.862,0,0.926265,0.624627,6
"8303","9000","10944",-112.065,0,0.713283,0.533678,6
"8304","2976","2985",-2.064,0,0.777193,0.416168,6
"8305","4806","11479",-305.113,0,0.811259,0.694831,6
"8306","10098","11812",-162.015,0,0.938469,0.800884,6
"8307","520","7309",-199.659,0,0.609699,0.511431,6
"8308","6577","6596",-282.613,0,0.827432,0.468602,6
"8309","1140","2095",-26.471,0,0.722673,0.530154,6
"8310","1140","2094",-26.016,0,0.68018,0.481201,6
"8311","10080","12626",-511.288,0,0.855169,0.649118,6
"8312","10080","12625",-510.283,0,0.850043,0.656096,6
"8313","10819","11092",421.095,0,0.655007,0.451035,6
"8314","10855","11069",-497.211,0,0.738224,0.559071,6
"8315","1534","9353",-234.035,0,0.959221,0.751192,6
"8316","3303","11259",-318.995,0,0.885248,0.858497,6
"8317","10522","11149",-61.97,0,0.999156,0.993832,6
"8318","12101","12760",-542.164,0,0.81202,0.625558,6
"8319","5211","11033",-225.056,0,0.766835,0.48653,6
"8320","6178","7639",-32.026,0,0.746557,0.49166,6
"8321","2468","3668",-49.029,0,0.672142,0.496255,6
"8322","12117","12760",-533.132,0,0.744632,0.508433,6
"8323","2999","3888",-33.253,0,0.76131,0.480166,6
"8324","2999","3889",-33.704,0,0.765805,0.528805,6
"8325","3927","12740",-882.113,0,0.753482,0.478739,6
"8326","5391","12001",-348.122,0,0.625769,0.415331,6
"8327","3809","10178",-206.024,0,0.627331,0.424423,6
"8328","12117","12769",-561.164,0,0.843244,0.617516,6
"8329","2399","4533",-78.976,0,0.839447,0.569373,6
"8330","1828","10177",-276.062,0,0.942976,0.661091,6
"8331","11876","11983",-15.019,0,0.908465,0.685352,6
"8332","4474","4533",218.028,0,0.880514,0.646581,6
"8333","2985","11149",-314.975,0,0.820467,0.579375,6
"8334","12101","12769",-570.196,0,0.97732,0.872467,6
"8335","6827","11259",-218.027,0,0.927959,0.770223,6
"8336","6826","11259",-217.999,0,0.664615,0.412329,6
"8337","6820","11259",-218.906,0,0.694367,0.441703,6
"8338","11866","12061",-31.015,0,0.799002,0.497115,6
"8339","10843","10857",-1.00101,0,0.764966,0.566423,6
"8340","1068","9754",-267.604,0,0.659975,0.432317,6
"8341","3597","7992",-116.035,0,0.773055,0.571747,6
"8342","9951","12022",-211.999,0,0.713409,0.456327,6
"8343","5812","9870",-509.146,0,0.774934,0.573827,6
"8344","2755","2848",-6.02699,0,0.805893,0.620827,6
"8345","10522","10562",-438.067,0,0.638575,0.449215,6
"8346","10522","10561",-5.978,0,0.882471,0.648188,6
"8347","8530","12135",-301.141,0,0.878997,0.619072,6
"8348","7575","8321",-19.976,0,0.858299,0.489438,6
"8349","3792","3904",-6.315,0,0.937561,0.576518,6
"8350","7338","8160",-17.988,0,0.701634,0.513416,6
"8351","3792","3901",-4.925,0,0.957167,0.633532,6
"8352","4455","4959",-255.021,0,0.76956,0.634623,6
"8353","3792","3903",-5.85001,0,0.950872,0.623775,6
"8354","3792","3902",-5.56201,0,0.951203,0.63871,6
"8355","3261","9354",-540.111,0,0.737458,0.493946,6
"8356","3944","4709",-17.043,0,0.75049,0.486354,6
"8357","3944","4708",-16.704,0,0.88817,0.667462,6
"8358","11","10836",-835.225,0,0.901916,0.705642,6
"8359","1522","9249",-230.084,0,0.746633,0.47643,6
"8360","6550","10836",-623.18,0,0.612007,0.424468,6
"8361","1187","11149",-371.021,0,0.640551,0.532903,6
"8362","5462","9191",-100.08,0,0.789191,0.547778,6
"8363","7678","11718",-252.194,0,0.859659,0.807366,6
"8364","1521","10357",-296.094,0,0.715785,0.503465,6
"8365","5277","11318",-269.071,0,0.622344,0.451197,6
"8366","8520","10808",-121.029,0,0.60158,0.546306,6
"8367","11076","12253",-188.032,0,0.673314,0.403581,6
"8368","7607","8851",-38.925,0,0.750935,0.401928,6
"8369","6229","12095",-339.165,0,0.823235,0.462463,6
"8370","2468","11691",-405.25,0,0.649917,0.458036,6
"8371","2906","5391",-84.034,0,0.96875,0.792945,6
"8372","2482","12004",-447.124,0,0.630464,0.423034,6
"8373","2895","9353",-195.063,0,0.634853,0.408111,6
"8374","2094","2974",-29.973,0,0.653595,0.530851,6
"8375","2489","12004",-445.143,0,0.824502,0.622752,6
"8376","6586","8705",-55.013,0,0.747722,0.623228,6
"8377","3479","11597",-357.386,0,0.747738,0.597353,6
"8378","7068","11092",-189.035,0,0.644215,0.456375,6
"8379","5626","12608",-620.209,0,0.861651,0.533177,6
"8380","4371","4836",-13.035,0,0.78805,0.414418,6
"8381","5462","12355",-445.213,0,0.873388,0.608824,6
"8382","3944","4362",-6.27901,0,0.922391,0.695346,6
"8383","3944","10529",-215.134,0,0.764506,0.424272,6
"8384","1782","5316",-117.01,0,0.963467,0.858776,6
"8385","4234","9946",-180.042,0,0.602114,0.465598,6
"8386","9000","10793",-97.046,0,0.680536,0.492032,6
"8387","3903","5262",-36.485,0,0.744353,0.448256,6
"8388","3879","10452",-639.311,0,0.872083,0.536563,6
"8389","3878","10452",-639.847,0,0.900323,0.658669,6
"8390","5627","8505",-68.043,0,0.782249,0.462732,6
"8391","6827","8602",-374.086,0,0.770227,0.477294,6
"8392","6827","8601",-373.09,0,0.891279,0.654855,6
"8393","5627","8506",-68.043,0,0.757207,0.407149,6
"8394","2894","11190",-326.133,0,0.815833,0.478025,6
"8395","5490","8968",-93.055,0,0.755163,0.528395,6
"8396","7338","12769",-887.283,0,0.852057,0.663275,6
"8397","12004","12436",-137.065,0,0.91744,0.634351,6
"8398","2440","11846",-426.154,0,0.616477,0.427155,6
"8399","2094","10180",-270.071,0,0.778843,0.642777,6
"8400","2095","10180",-269.616,0,0.830583,0.758351,6
"8401","2440","2469",-1.008,0,0.99919,0.970515,6
"8402","7068","11855",-288.101,0,0.961358,0.786432,6
"8403","3294","11149",-304.026,0,0.849648,0.638225,6
"8404","3904","6826",-75.982,0,0.751217,0.426396,6
"8405","3904","6827",-75.954,0,0.755236,0.441202,6
"8406","10186","12580",-446.027,0,0.681456,0.508282,6
"8407","3665","11813",-368.207,0,0.624011,0.431709,6
"8408","2399","8627",-517.044,0,0.643134,0.401215,6
"8409","2399","8620",-184.983,0,0.852923,0.626986,6
"8410","3572","11618",-357.388,0,0.789743,0.424628,6
"8411","7542","8505",-25.001,0,0.78356,0.553827,6
"8412","3920","10838",-694.181,0,0.687288,0.494575,6
"8413","8157","12210",-335.098,0,0.974812,0.819111,6
"8414","10944","11454",-71.984,0,0.63696,0.446296,6
"8415","4225","10529",-212.988,0,0.728942,0.42042,6
"8416","3792","6827",-82.269,0,0.669535,0.409598,6
"8417","8983","12711",-654.175,0,0.85903,0.585847,6
"8418","7988","11766",-252.085,0,0.619368,0.516041,6
"8419","3531","5526",-61.025,0,0.644384,0.452843,6
"8420","3674","5316",-46.968,0,0.980482,0.859571,6
"8421","6331","6620",-7.97601,0,0.944337,0.707934,6
"8422","3927","12223",-443.998,0,0.797098,0.58656,6
"8423","2095","2415",-9.005,0,0.804373,0.598103,6
"8424","10873","11286",-54.989,0,0.660918,0.462558,6
"8425","3792","6826",-82.297,0,0.718245,0.482795,6
"8426","2095","2416",-9.005,0,0.711385,0.506064,6
"8427","2974","3902",-39.28,0,0.760359,0.494604,6
"8428","2974","3903",-39.568,0,0.763418,0.515002,6
"8429","5142","11846",-332.127,0,0.812453,0.568207,6
"8430","5579","11150",-231.97,0,0.672713,0.438237,6
"8431","2483","3080",-25.98,0,0.737742,0.643419,6
"8432","3696","6732",-82.113,0,0.761046,0.432833,6
"8433","2095","5378",-109.017,0,0.693333,0.47432,6
"8434","8583","11149",170.035,0,0.63667,0.43962,6
"8435","880","8493",-213.117,0,0.736851,0.519802,6
"8436","10271","11286",-92.016,0,0.703884,0.53286,6
"8437","6572","11688",-274.697,0,0.805271,0.714746,6
"8438","10062","10207",-14.998,0,0.620386,0.449861,6
"8439","10361","11282",-88.937,0,0.629954,0.624718,6
"8440","3367","9209",-166.118,0,0.677173,0.606843,6
"8441","4725","7559",157.063,0,0.72207,0.52477,6
"8442","2490","5579",-102.067,0,0.851365,0.440199,6
"8443","11697","11727",-1.00403,0,0.870036,0.570209,6
"8444","1064","11649",-442.339,0,0.907328,0.6303,6
"8445","2416","3696",-52.505,0,0.629423,0.49377,6
"8446","6586","8999",-68.024,0,0.785886,0.628363,6
"8447","12061","12711",-394.089,0,0.776849,0.516203,6
"8448","3665","4783",-31.014,0,0.637786,0.425567,6
"8449","3665","4782",-31.014,0,0.662612,0.451681,6
"8450","1827","4733",-96.021,0,0.646886,0.516052,6
"8451","2095","4724",-89.466,0,0.650312,0.460291,6
"8452","8185","11628",-238.024,0,0.796414,0.62107,6
"8453","5213","7832",-65.005,0,0.657389,0.416529,6
"8454","10251","10265",-2.022,0,0.702506,0.431955,6
"8455","8707","11841",-239.039,0,0.713684,0.534271,6
"8456","8983","12085",-261.089,0,0.688252,0.402821,6
"8457","6961","11959",-307.062,0,0.838773,0.437275,6
"8458","5315","12436",-489.179,0,0.777762,0.535743,6
"8459","5762","10590",-167.941,0,0.66119,0.405747,6
"8460","4474","11127",-521.222,0,0.845425,0.518548,6
"8461","4475","11127",-521.222,0,0.609836,0.401904,6
"8462","3944","10180",-198.158,0,0.762723,0.477261,6
"8463","3294","10466",-664.153,0,0.869809,0.685017,6
"8464","7753","7807",-1.979,0,0.645442,0.463566,6
"8465","3781","5774",-63.028,0,0.702603,0.417349,6
"8466","521","1075",-15.996,0,0.698292,0.625003,6
"8467","4753","10831",-672.163,0,0.869752,0.726952,6
"8468","5277","5741",-18.974,0,0.682064,0.497155,6
"8469","3876","8689",-129.933,0,0.661608,0.401458,6
"8470","3304","6167",-87.046,0,0.711265,0.428395,6
"8471","11446","12061",-76.053,0,0.649339,0.42657,6
"8472","10240","11960",-180.062,0,0.659528,0.470146,6
"8473","5378","8602",-410.574,0,0.662008,0.452228,6
"8474","12033","12075",-1.979,0,0.620589,0.461139,6
"8475","4520","5378",-25.49,0,0.683859,0.462775,6
"8476","2999","3799",-30,0,0.761389,0.568778,6
"8477","1532","2093",-14.016,0,0.995672,0.904285,6
"8478","12583","12611",-19.032,0,0.970499,0.740944,6
"8479","12583","12616",-22.986,0,0.99308,0.940841,6
"8480","9208","12228",-304.095,0,0.969695,0.723338,6
"8481","7639","7813",-5.931,0,0.841851,0.425533,6
"8482","10873","10900",-3.02499,0,0.697421,0.482265,6
"8483","12","7042",-220.11,0,0.86405,0.561544,6
"8484","9902","11095",-85.999,0,0.789891,0.573135,6
"8485","3696","10464",-645.173,0,0.804657,0.501689,6
"8486","6140","10468",-152.012,0,0.908929,0.467279,6
"8487","11294","11861",-66.1,0,0.799299,0.490403,6
"8488","8983","10793",-98.032,0,0.659595,0.407263,6
"8489","5142","6999",-44.027,0,0.80287,0.525255,6
"8490","6978","7832",-22.994,0,0.667489,0.426884,6
"8491","2999","3792",-29.686,0,0.771478,0.50478,6
"8492","4832","4960",-6.026,0,0.83218,0.525167,6
"8493","10472","10758",-19.018,0,0.603703,0.447376,6
"8494","8344","11258",142.093,0,0.853446,0.491856,6
"8495","3841","4362",-13.17,0,0.897761,0.457266,6
"8496","2984","8601",-486.054,0,0.701393,0.583951,6
"8497","5262","5579",-10.02,0,0.783942,0.421219,6
"8498","9588","9937",-15.995,0,0.689533,0.478399,6
"8499","3019","4455",-45.967,0,0.794434,0.511165,6
"8500","8851","12135",-286.167,0,0.830869,0.435768,6
"8501","11294","12445",-228.154,0,0.669174,0.410547,6
"8502","3691","5653",-58.005,0,0.828305,0.512973,6
"8503","4371","11127",-745.137,0,0.75326,0.414124,6
"8504","4782","7607",-72.123,0,0.925949,0.622441,6
"8505","4234","10298",-205.089,0,0.635484,0.492516,6
"8506","10855","12583",-407.156,0,0.828501,0.557993,6
"8507","10715","10843",-12.988,0,0.658599,0.48718,6
"8508","8491","12101",-288.081,0,0.797623,0.676572,6
"8509","2336","2489",-12.976,0,0.634751,0.406461,6
"8510","2489","5142",-90.031,0,0.651125,0.463867,6
"8511","4731","10463",-617.16,0,0.73494,0.595946,6
"8512","3878","10466",-641.837,0,0.856991,0.578904,6
"8513","3879","10466",-641.301,0,0.829247,0.501646,6
"8514","6336","8439",-49.988,0,0.621867,0.408699,6
"8515","10728","10900",-18.014,0,0.68341,0.492578,6
"8516","2056","2922",-27.996,0,0.975356,0.834988,6
"8517","12760","12770",-29.036,0,0.790498,0.653058,6
"8518","6899","7629",-18.01,0,0.80419,0.731376,6
"8519","9477","12735",-695.052,0,0.88397,0.545149,6
"8520","6732","7980",-27.105,0,0.753878,0.407261,6
"8521","2089","2341",-1.97,0,0.657022,0.450729,6
"8522","2974","2976",-1.00299,0,0.911356,0.574504,6
"8523","12141","12142",-0.00195312,0,0.93907,0.645659,6
"8524","4533","6732",-59.092,0,0.874072,0.503685,6
"8525","7542","12095",-311.17,0,0.851766,0.59849,6
"8526","10240","11294",-97.966,0,0.715204,0.497601,6
"8527","5526","8968",-92.052,0,0.743949,0.51645,6
"8528","2490","3649",-44.026,0,0.727363,0.487446,6
"8529","3303","10181",-225.079,0,0.885566,0.85872,6
"8530","6732","10557",-579.032,0,0.701005,0.449055,6
"8531","5627","6105",-13.031,0,0.865004,0.576277,6
"8532","11482","11687",-18.006,0,0.649454,0.454053,6
"8533","3261","9366",-541.113,0,0.729306,0.518268,6
"8534","3696","10562",-662.147,0,0.613396,0.467121,6
"8535","9769","10529",-45.993,0,0.852553,0.522617,6
"8536","2094","2490",-13.979,0,0.742966,0.538452,6
"8537","5626","11092",-220.034,0,0.698269,0.429191,6
"8538","2848","12282",-512.252,0,0.717257,0.538083,6
"8539","8505","12137",-303.147,0,0.812687,0.639858,6
"8540","3710","6840",-84.028,0,0.781321,0.442942,6
"8541","5579","11238",-244.057,0,0.825359,0.602466,6
"8542","10065","11177",-92.085,0,0.694227,0.500321,6
"8543","3809","11754",-358.056,0,0.787578,0.543576,6
"8544","7274","10926",-164.068,0,0.616228,0.530422,6
"8545","3261","3446",-9.00099,0,0.839114,0.693494,6
"8546","4806","6380",-44.172,0,0.60332,0.480445,6
"8547","3798","4259",-11.898,0,0.827922,0.448298,6
"8548","7964","12744",-783.193,0,0.771792,0.613414,6
"8549","3312","4753",-44.016,0,0.816563,0.628185,6
"8550","2492","7559",-147.945,0,0.837158,0.584948,6
"8551","2297","7643",-163.652,0,0.635746,0.510138,6
"8552","10562","11259",360.125,0,0.997466,0.981232,6
"8553","10562","11258",360.127,0,0.613073,0.445292,6
"8554","4565","6999",-60.018,0,0.843041,0.623388,6
"8555","3965","8618",-448.395,0,0.822545,0.50178,6
"8556","6449","8185",-38.921,0,0.818437,0.565377,6
"8557","6839","7750",-21.982,0,0.861191,0.55854,6
"8558","3934","11149",-277.064,0,0.751328,0.441965,6
"8559","4477","6673",-62.036,0,0.682213,0.522293,6
"8560","8620","11132",-634.245,0,0.824229,0.447502,6
"8561","7339","12290",-381.103,0,0.606587,0.43686,6
"8562","2974","5378",-79.499,0,0.621172,0.515063,6
"8563","4225","4362",-4.133,0,0.870678,0.520133,6
"8564","3649","3902",-11.248,0,0.737184,0.401424,6
"8565","6178","6229",-1.01202,0,0.776445,0.417832,6
"8566","4875","11866",-345.023,0,0.732544,0.442474,6
"8567","35","5249",-173.937,0,0.92364,0.923778,6
"8568","9249","12384",-351.157,0,0.906243,0.771763,6
"8569","3261","3668",-18.011,0,0.865217,0.647488,6
"8570","2415","10561",-282.563,0,0.854585,0.508803,6
"8571","6592","12430",-447.222,0,0.756119,0.467105,6
"8572","2412","10561",-283.581,0,0.732804,0.412141,6
"8573","2398","3933",-64.44,0,0.847929,0.630236,6
"8574","7302","12645",-639.951,0,0.831948,0.492393,6
"8575","7792","11927",-283.043,0,0.726353,0.500135,6
"8576","6105","7602",-31.971,0,0.832434,0.558698,6
"8577","10517","10751",-17.006,0,0.735012,0.589992,6
"8578","6152","6839",-13.979,0,0.687006,0.428343,6
"8579","11446","12101",-81.036,0,0.647378,0.426705,6
"8580","8315","10463",-203.064,0,0.959954,0.736744,6
"8581","3597","12611",-683.262,0,0.681368,0.530928,6
"8582","10517","10758",-18.011,0,0.754008,0.554159,6
"8583","7645","11691",-251.693,0,0.929688,0.69225,6
"8584","11207","12672",-466.287,0,0.782558,0.598264,6
"8585","11754","12113",-60.058,0,0.715445,0.418133,6
"8586","3486","6575",-88.674,0,0.943007,0.777984,6
"8587","3294","11150",-304.027,0,0.643386,0.519583,6
"8588","8707","12219",-315.119,0,0.846363,0.58549,6
"8589","7753","10038",-88.016,0,0.728041,0.577478,6
"8590","7643","12065",-304.614,0,0.692337,0.463702,6
"8591","7817","10831",-592.166,0,0.693739,0.546441,6
"8592","3686","4873",-32.022,0,0.679964,0.569967,6
"8593","3859","10452",-640.627,0,0.915158,0.697051,6
"8594","3781","3859",-2.48799,0,0.976565,0.754604,6
"8595","6178","7795",-37.041,0,0.69175,0.455135,6
"8596","5443","12355",-446.217,0,0.830304,0.571886,6
"8597","5462","8968",-94.067,0,0.724566,0.437436,6
"8598","10158","10191",-2.00601,0,0.72519,0.496093,6
"8599","8844","11333",-176.03,0,0.704192,0.540399,6
"8600","9659","11208",-114.719,0,0.612366,0.440746,6
"8601","6840","7724",-20.065,0,0.792095,0.429806,6
"8602","11876","12290",-99.012,0,0.612295,0.411795,6
"8603","3903","4455",-11.434,0,0.825299,0.601521,6
"8604","12291","12390",-28.999,0,0.874904,0.621445,6
"8605","3710","8851",-140.047,0,0.701512,0.429437,6
"8606","5262","5378",-3.446,0,0.653075,0.45708,6
"8607","2094","3781",-63.037,0,0.663405,0.456837,6
"8608","2925","3294",-16.979,0,0.916447,0.771682,6
"8609","779","4533",-121.023,0,0.762819,0.57314,6
"8610","10029","10689",-43.05,0,0.659854,0.509019,6
"8611","2405","11190",-344.144,0,0.827423,0.531493,6
"8612","2415","3892",-58.597,0,0.808899,0.526154,6
"8613","11076","12061",-133.047,0,0.808632,0.557913,6
"8614","11434","12085",-78.06,0,0.668447,0.407632,6
"8615","7370","11812",-270.036,0,0.79908,0.670976,6
"8616","4710","5391",-20.978,0,0.899812,0.761286,6
"8617","4875","11406",-293.098,0,0.682062,0.452479,6
"8618","4362","10522",-207.853,0,0.701316,0.400449,6
"8619","1768","2513",-27.995,0,0.694879,0.543156,6
