"","CLUSTERID1","CLUSTERID2","DeltaMZ","MEH","Cosine","OtherScore","ComponentIndex"
"6799","2974","7560",-131.951,0,0.635242,0.518096,6
"6800","10080","12641",-532.264,0,0.856573,0.620867,6
"6801","10080","12643",-533.269,0,0.839202,0.605511,6
"6802","2440","5391",-100.014,0,0.983399,0.895793,6
"6803","776","8467",-223.999,0,0.648136,0.685568,6
"6804","4533","8316",-419.086,0,0.740182,0.507232,6
"6805","5653","10817",-190.022,0,0.866835,0.523057,6
"6806","3691","5389",-48.973,0,0.804274,0.628147,6
"6807","3944","6827",-74.047,0,0.77874,0.477031,6
"6808","7368","10544",-132.042,0,0.63898,0.525678,6
"6809","2976","3933",-39.473,0,0.828538,0.643287,6
"6810","10181","11149",-77.944,0,0.637298,0.443374,6
"6811","2398","8627",-517.045,0,0.747454,0.553005,6
"6812","7091","11183",-202.04,0,0.686921,0.455824,6
"6813","2440","8519",-177.004,0,0.635413,0.625306,6
"6814","2398","8620",-184.984,0,0.899141,0.628467,6
"6815","8518","10742",-115.216,0,0.732696,0.42608,6
"6816","7980","11150",-176.833,0,0.639225,0.413087,6
"6817","3486","7307",-103.691,0,0.717,0.678959,6
"6818","6673","12384",-422.221,0,0.936119,0.799561,6
"6819","10800","10855",-5.95901,0,0.878658,0.585071,6
"6820","9946","12704",-604.31,0,0.683977,0.482398,6
"6821","4520","5579",-32.064,0,0.84184,0.429337,6
"6822","775","5390",-148.013,0,0.706688,0.437046,6
"6823","9208","12616",-529.143,0,0.971871,0.752939,6
"6824","11866","12770",-607.198,0,0.823169,0.595566,6
"6825","10800","11092",-30.971,0,0.674769,0.458371,6
"6826","2415","3933",-60.989,0,0.754557,0.443595,6
"6827","5462","6331",-22.034,0,0.818807,0.585728,6
"6828","3303","10523",-241.053,0,0.883702,0.847269,6
"6829","8800","11110",-139.101,0,0.806362,0.580311,6
"6830","6732","8404",-39.937,0,0.768073,0.463313,6
"6831","5922","9204",-84.022,0,0.753119,0.529594,6
"6832","10808","11883",-132.048,0,0.64786,0.48673,6
"6833","3920","12616",-673.2,0,0.783112,0.609673,6
"6834","11573","11577",-0.98999,0,0.603607,0.512333,6
"6835","3724","5315",-45.008,0,0.638769,0.524556,6
"6836","2416","4533",-75.526,0,0.786894,0.609067,6
"6837","783","2365",-40.031,0,0.684476,0.43904,6
"6838","2365","3714",-58.006,0,0.704463,0.580813,6
"6839","10530","11149",-60.966,0,0.643025,0.476114,6
"6840","4474","10522",16.9688,0,0.948898,0.856029,6
"6841","4475","10522",16.9688,0,0.622135,0.442173,6
"6842","7290","12637",-633.389,0,0.896386,0.667501,6
"6843","4477","5215",-23.037,0,0.817949,0.521632,6
"6844","2399","10554",-285.03,0,0.698932,0.535625,6
"6845","6105","7206",-21.982,0,0.782175,0.467633,6
"6846","3081","5389",-72.018,0,0.609556,0.484702,6
"6847","3312","10811",-262.094,0,0.821473,0.653744,6
"6848","3369","8130",-126.104,0,0.917879,0.779466,6
"6849","6619","9441",-83.014,0,0.832181,0.68038,6
"6850","2298","3477",-51.974,0,0.943138,0.835218,6
"6851","1140","10452",-732.168,0,0.634975,0.593362,6
"6852","6227","7607",-30.019,0,0.744735,0.454118,6
"6853","3649","4520",-25.977,0,0.703365,0.446919,6
"6854","1140","4533",-111.002,0,0.613495,0.40998,6
"6855","8130","10715",-125.093,0,0.680552,0.50992,6
"6856","11274","11297",-4.953,0,0.793706,0.508018,6
"6857","3859","4362",-12.667,0,0.881126,0.437804,6
"6858","11095","12626",-435.273,0,0.770153,0.54995,6
"6859","11095","12625",-434.268,0,0.76873,0.540902,6
"6860","2923","5211",-78.019,0,0.622851,0.473122,6
"6861","4388","6840",-66.017,0,0.782468,0.43012,6
"6862","9946","11480",-143.116,0,0.600587,0.425471,6
"6863","2399","6732",-138.068,0,0.813092,0.506371,6
"6864","10816","11989",-146.057,0,0.667548,0.455656,6
"6865","1547","9431",-237.092,0,0.860854,0.550344,6
"6866","5262","11150",-241.99,0,0.647529,0.443448,6
"6867","1781","3691",-71.045,0,0.691264,0.533381,6
"6868","3919","6592",-72.021,0,0.65642,0.462527,6
"6869","10560","11841",-144.055,0,0.725044,0.562709,6
"6870","5579","10530",-171.003,0,0.672394,0.43313,6
"6871","10466","10562",-15.97,0,0.736194,0.561116,6
"6872","10466","10561",416.119,0,0.803384,0.52571,6
"6873","4388","4734",-9.985,0,0.707408,0.424738,6
"6874","4388","4733",-9.985,0,0.849506,0.410063,6
"6875","10563","10941",-30.006,0,0.742174,0.525753,6
"6876","5627","7581",-44.045,0,0.840054,0.523548,6
"6877","5627","12141",-372.191,0,0.900763,0.536004,6
"6878","6732","6827",-1.88202,0,0.77513,0.43484,6
"6879","2415","4731",-80.518,0,0.622167,0.440425,6
"6880","3724","6370",-74.015,0,0.768207,0.494849,6
"6881","7559","10523",-124.122,0,0.737326,0.537303,6
"6882","7987","8491",-14.017,0,0.885619,0.699242,6
"6883","7987","8494",-14.016,0,0.65827,0.416018,6
"6884","11069","12436",214.087,0,0.651238,0.400909,6
"6885","12149","12744",-460.091,0,0.657985,0.42245,6
"6886","3572","12214",-456.187,0,0.892187,0.692581,6
"6887","8583","10557",-205.06,0,0.910474,0.835599,6
"6888","4710","12000",-369.1,0,0.810575,0.620719,6
"6889","2412","4724",-81.479,0,0.778213,0.568288,6
"6890","8344","8404",322.063,0,0.883666,0.549043,6
"6891","6127","10602",-162.971,0,0.779749,0.468961,6
"6892","2399","3904",-63.996,0,0.715332,0.400877,6
"6893","10522","10554",-4.995,0,0.723223,0.593054,6
"6894","2399","3901",-62.606,0,0.740202,0.447726,6
"6895","3668","4565",-27.999,0,0.878618,0.666137,6
"6896","2399","3903",-63.531,0,0.736174,0.437965,6
"6897","2399","3902",-63.243,0,0.734994,0.439873,6
"6898","2925","8620",-163.983,0,0.92461,0.76754,6
"6899","3922","12000",-388.114,0,0.915946,0.742199,6
"6900","2925","8627",-496.044,0,0.690453,0.478219,6
"6901","7213","8844",-48.024,0,0.840823,0.637856,6
"6902","7602","7724",-3.064,0,0.980708,0.766424,6
"6903","9548","12390",-332.186,0,0.745867,0.547312,6
"6904","4371","6732",-64.979,0,0.795848,0.447464,6
"6905","4474","11132",-522.224,0,0.854976,0.513668,6
"6906","2938","7560",-132.969,0,0.955663,0.924475,6
"6907","7795","8530",-17.97,0,0.774644,0.484936,6
"6908","9951","12113",-227.993,0,0.727893,0.40502,6
"6909","2490","4474",-289.035,0,0.8634,0.608808,6
"6910","2490","4475",-289.035,0,0.716882,0.547453,6
"6911","10178","11927",-182.08,0,0.749663,0.571457,6
"6912","4520","4564",-3.479,0,0.841554,0.46709,6
"6913","3597","3691",-5.035,0,0.980167,0.873408,6
"6914","3597","3920",-14.016,0,0.970611,0.86213,6
"6915","1522","2414",-24,0,0.686591,0.472343,6
"6916","2906","4573",-62.052,0,0.891801,0.669889,6
"6917","2980","7016",-116.097,0,0.837993,0.649988,6
"6918","2399","10466",-702.132,0,0.870296,0.686348,6
"6919","4711","9354",-493.101,0,0.738997,0.46276,6
"6920","9659","11718",-176.767,0,0.826446,0.637289,6
"6921","6331","9249",-80.052,0,0.84375,0.590443,6
"6922","2469","2930",-17.003,0,0.983252,0.825663,6
"6923","2925","4709",-61.946,0,0.925522,0.813429,6
"6924","11880","12053",-29.017,0,0.716903,0.445341,6
"6925","3936","12748",-914.285,0,0.636335,0.541263,6
"6926","3919","10063",-187.156,0,0.732105,0.435254,6
"6927","2093","8841",-201.956,0,0.970306,0.861331,6
"6928","10178","12006",-190.046,0,0.677676,0.542585,6
"6929","2826","9395",-200.045,0,0.675152,0.462621,6
"6930","3919","3948",-2.015,0,0.78339,0.507706,6
"6931","4724","6119",-41.145,0,0.608644,0.417964,6
"6932","1191","2096",-23.46,0,0.887793,0.873076,6
"6933","8125","9654",-66.01,0,0.901732,0.759321,6
"6934","3781","11127",-761.199,0,0.780124,0.459078,6
"6935","6586","10249",-133.044,0,0.693082,0.611103,6
"6936","2492","8620",-177.015,0,0.829676,0.62744,6
"6937","5941","9884",-120.146,0,0.865565,0.514257,6
"6938","6586","7753",-26.014,0,0.731137,0.553847,6
"6939","2093","3674",-60.021,0,0.973074,0.83749,6
"6940","3948","8507",-114.088,0,0.682512,0.472949,6
"6941","3446","12583",-669.209,0,0.665776,0.523043,6
"6942","8520","10194",-84.011,0,0.775149,0.620844,6
"6943","1537","2365",-17.002,0,0.832076,0.612737,6
"6944","4724","4959",-246.075,0,0.603136,0.411679,6
"6945","5922","7753",-38.016,0,0.702219,0.455263,6
"6946","8844","10563",-90.034,0,0.626363,0.459707,6
"6947","1142","1187",-3.01,0,0.63921,0.400788,6
"6948","3889","8315",-436.365,0,0.878627,0.598558,6
"6949","3724","9208",-152.062,0,0.789796,0.555558,6
"6950","3920","10817",-239.046,0,0.755174,0.55746,6
"6951","9902","10891",-65.02,0,0.874222,0.702142,6
"6952","4522","12427",-504.224,0,0.749048,0.484953,6
"6953","11406","11876",-52.928,0,0.793972,0.540415,6
"6954","6105","12132",-356.145,0,0.831313,0.552685,6
"6955","4556","5462",-26.983,0,0.715287,0.436081,6
"6956","6732","11258",-219.907,0,0.762375,0.480152,6
"6957","3081","8878",-164.979,0,0.986777,0.94367,6
"6958","11983","12061",-14.993,0,0.83893,0.532807,6
"6959","11876","11883",-1.00201,0,0.972812,0.837321,6
"6960","2470","12273",-521.217,0,0.921193,0.909583,6
"6961","3724","3920",-8.005,0,0.889094,0.671275,6
"6962","8506","12095",-286.169,0,0.805467,0.500909,6
"6963","8530","12138",-302.144,0,0.878026,0.595047,6
"6964","2415","4959",-326.536,0,0.621221,0.433196,6
"6965","1488","12505",-649.194,0,0.622245,0.416432,6
"6966","3303","8342",-460.084,0,0.601024,0.523862,6
"6967","7253","11991",-300.029,0,0.743942,0.464191,6
"6968","5328","5762",-18.011,0,0.995379,0.984486,6
"6969","4724","6008",-40.141,0,0.693133,0.493221,6
"6970","10944","11303",-51.967,0,0.736879,0.473262,6
"6971","3693","8420",-123.04,0,0.746701,0.532998,6
"6972","7338","12101",-317.087,0,0.8574,0.672327,6
"6973","6229","12138",-356.143,0,0.786942,0.403056,6
"6974","11597","11689",-5.98602,0,0.69807,0.577799,6
"6975","9441","12006",-234.072,0,0.657077,0.539184,6
"6976","8344","10562",-218.034,0,0.710279,0.500209,6
"6977","2984","7560",-128.928,0,0.885889,0.859274,6
"6978","8844","10249",-73.022,0,0.793474,0.617422,6
"6979","8342","10562",-219.036,0,0.704016,0.48329,6
"6980","9191","12287",-324.156,0,0.858261,0.603198,6
"6981","10564","11960",-162.053,0,0.682244,0.43987,6
"6982","6370","10838",-628.171,0,0.779057,0.474834,6
"6983","3304","6826",-100.992,0,0.602971,0.475649,6
"6984","6820","8344",-360.997,0,0.806887,0.465466,6
"6985","6820","8342",-359.995,0,0.821203,0.453305,6
"6986","8801","9187",-12.025,0,0.792824,0.436979,6
"6987","2398","11259",-357.978,0,0.77905,0.634307,6
"6988","8695","11628",-218.06,0,0.673291,0.535019,6
"6989","3890","7823",-102.052,0,0.781296,0.616999,6
"6990","7213","10941",-168.064,0,0.687333,0.484338,6
"6991","383","4477",-125.027,0,0.810234,0.576532,6
"6992","2096","3303",-44.537,0,0.829451,0.848308,6
"6993","10326","10891",-37.018,0,0.659523,0.565557,6
"6994","3765","11192",-290.106,0,0.784142,0.448231,6
"6995","12527","12669",-167.979,0,0.679953,0.416795,6
"6996","2093","3922",-70.005,0,0.97289,0.823298,6
"6997","7303","7678",-8.48801,0,0.696364,0.465236,6
"6998","2999","8620",-156.988,0,0.84391,0.688069,6
"6999","1187","10522",-309.051,0,0.640915,0.53359,6
"7000","12527","12667",-166.973,0,0.705249,0.457513,6
"7001","10687","12024",-168.206,0,0.901616,0.644951,6
"7002","2906","8841",-175.993,0,0.965158,0.731249,6
"7003","10264","11177",-73.071,0,0.716164,0.506888,6
"7004","7274","12113",-326.118,0,0.835078,0.530475,6
"7005","2999","5774",-92.06,0,0.743822,0.486517,6
"7006","11127","11150",476.22,0,0.613541,0.41768,6
"7007","1827","5627",-124.052,0,0.667339,0.478144,6
"7008","3312","11318",-329.092,0,0.885233,0.609052,6
"7009","9769","10562",-483.058,0,0.618746,0.403196,6
"7010","3786","12583",-657.216,0,0.892383,0.749659,6
"7011","2938","8315",-475.119,0,0.652097,0.457452,6
"7012","3479","12319",-491.493,0,0.745021,0.557584,6
"7013","3693","8932",-144.021,0,0.720709,0.454104,6
"7014","10156","11058",-65.029,0,0.649437,0.404437,6
"7015","7274","11446",-237.054,0,0.6379,0.442994,6
"7016","2922","5316",-80.002,0,0.983588,0.862463,6
"7017","3841","4474",-237.992,0,0.772189,0.499975,6
"7018","3934","10529",-216.096,0,0.745182,0.426079,6
"7019","3933","10529",-216.598,0,0.754017,0.44295,6
"7020","4455","10561",-211.048,0,0.781981,0.485841,6
"7021","4521","4731",-5.996,0,1,1,6
"7022","6619","12762",-874.27,0,0.776242,0.527485,6
"7023","12287","12430",-51.993,0,0.719214,0.409051,6
"7024","9209","12427",-374.142,0,0.827118,0.566776,6
"7025","4731","11259",-274.009,0,0.988139,0.97248,6
"7026","4742","11406",-296.18,0,0.679815,0.506708,6
"7027","5626","11069",-692.233,0,0.876119,0.547661,6
"7028","3922","7068",-79.035,0,0.627886,0.475778,6
"7029","2491","3598",-42.01,0,0.988454,0.892053,6
"7030","11339","11354",-1.00098,0,0.826405,0.532024,6
"7031","7248","7283",-1.00198,0,0.965089,0.752685,6
"7032","3479","12031",-414.44,0,0.691077,0.519451,6
"7033","8520","10926",-133.048,0,0.642085,0.544839,6
"7034","9258","12290",-323.001,0,0.643385,0.426498,6
"7035","3936","8157",-104.059,0,0.79872,0.642583,6
"7036","5267","11126",-236.058,0,0.93304,0.662243,6
"7037","2492","11127",-810.258,0,0.894513,0.611173,6
"7038","5262","11126",-236.058,0,0.635988,0.443924,6
"7039","7338","12061",-312.104,0,0.703528,0.443596,6
"7040","12061","12085",-1.00305,0,0.840239,0.613595,6
"7041","1998","2491",-15.996,0,0.952144,0.705032,6
"7042","9441","11861",-212.089,0,0.660259,0.505612,6
"7043","3476","3479",0,0,0.712324,0.482955,6
"7044","1522","12371",-575.226,0,0.672474,0.403932,6
"7045","3792","4474",-239.323,0,0.7786,0.466816,6
"7046","8618","10557",-202.062,0,0.75527,0.514272,6
"7047","1064","2441",-37.085,0,0.868293,0.513205,6
"7048","2925","7980",-144.173,0,0.807285,0.405859,6
"7049","2412","10466",-699.7,0,0.88236,0.636645,6
"7050","2415","10466",-698.682,0,0.908485,0.645137,6
"7051","2416","10466",-698.682,0,0.748332,0.575733,6
"7052","3597","11325",-320.111,0,0.71185,0.461367,6
"7053","7368","10806",-150.053,0,0.624645,0.518711,6
"7054","3446","12586",-670.213,0,0.664577,0.512942,6
"7055","6619","7987",-29.004,0,0.756995,0.539045,6
"7056","2239","7308",-155.667,0,0.646545,0.599908,6
"7057","6899","6979",-1.00699,0,0.771065,0.569575,6
"7058","6899","6975",-1.00198,0,0.711044,0.496725,6
"7059","11568","12223",-107.018,0,0.6345,0.471149,6
"7060","3597","6167",-76.053,0,0.652152,0.437362,6
"7061","4388","6105",-51.047,0,0.831307,0.492215,6
"7062","4455","4725",-238.011,0,0.769755,0.627473,6
"7063","4455","4724",-8.946,0,0.79498,0.563768,6
"7064","2412","8404",-175.573,0,0.807973,0.573091,6
"7065","9951","12030",-213.002,0,0.666955,0.472465,6
"7066","1521","3261",-57.053,0,0.681522,0.485299,6
"7067","7370","12743",-795.196,0,0.696692,0.579192,6
"7068","9937","11961",-200.089,0,0.710272,0.412769,6
"7069","9650","11922",-211.576,0,0.761574,0.433349,6
"7070","4987","9548",-135.066,0,0.725699,0.564419,6
"7071","6336","11565",-271.131,0,0.807093,0.506047,6
"7072","5316","8878",-95.969,0,0.962188,0.791775,6
"7073","10891","11095",-20.979,0,0.760221,0.491985,6
"7074","7678","12669",-654.452,0,0.701592,0.433941,6
"7075","10207","10689",-26.044,0,0.627833,0.457067,6
"7076","7303","11650",-258.677,0,0.730471,0.443405,6
"7077","2984","11150",-315.02,0,0.884057,0.850576,6
"7078","4533","10181",-185.085,0,0.766363,0.578314,6
"7079","3892","8618",-452.991,0,0.873998,0.65754,6
"7080","10838","12611",24.9347,0,0.769566,0.443224,6
"7081","10838","12616",20.9807,0,0.789495,0.521614,6
"7082","10687","11202",-56.059,0,0.926879,0.699339,6
"7083","10838","12614",21.9847,0,0.807929,0.537744,6
"7084","11876","12113",-43.023,0,0.767982,0.542045,6
"7085","6229","12135",-355.14,0,0.787068,0.409186,6
"7086","7399","8317",-23.028,0,0.638766,0.494464,6
"7087","6826","6978",-1.073,0,0.684627,0.440757,6
"7088","3944","8618",-449.135,0,0.861151,0.589669,6
"7089","7068","12001",-309.079,0,0.974366,0.794115,6
"7090","10194","10944",-51.041,0,0.608182,0.430179,6
"7091","6178","6246",-1.979,0,0.660043,0.444774,6
"7092","2490","4455",-66.996,0,0.931549,0.734719,6
"7093","12210","12219",-2.00598,0,0.960488,0.721597,6
"7094","5941","6917",-16.064,0,0.90518,0.591396,6
"7095","10936","12735",-603.105,0,0.630697,0.413624,6
"7096","5922","10941",-192.064,0,0.735741,0.487887,6
"7097","3696","10522",-224.08,0,0.858933,0.623016,6
"7098","9274","11406",-170.143,0,0.903195,0.670086,6
"7099","11876","12117",-44.027,0,0.758421,0.527239,6
"7100","12210","12214",-1.00299,0,0.987806,0.856053,6
"7101","1998","8467",-188,0,0.606375,0.652805,6
"7102","5922","12453",-472.171,0,0.679394,0.442976,6
"7103","779","1187",-13.031,0,0.668263,0.536259,6
"7104","3367","8375",-135.104,0,0.655998,0.549355,6
"7105","7581","8439",-22.995,0,0.780064,0.557826,6
"7106","5315","5407",-3.99301,0,0.623936,0.439017,6
"7107","2929","11846",-408.143,0,0.87,0.736882,6
"7108","2923","9208",-187.067,0,0.641424,0.479217,6
"7109","2415","2925",-17.55,0,0.919054,0.67313,6
"7110","2490","7559",-147.944,0,0.8785,0.61072,6
"7111","3840","4708",-23.996,0,0.846989,0.415692,6
"7112","3798","3888",-3.14099,0,0.926665,0.624438,6
"7113","3798","3889",-3.592,0,0.948533,0.758582,6
"7114","3809","7274",-91.996,0,0.691147,0.410682,6
"7115","7542","8354",-21.982,0,0.827596,0.7113,6
"7116","3840","4709",-24.335,0,0.755747,0.464833,6
"7117","2999","11259",-329.982,0,0.64507,0.526587,6
"7118","8850","10742",-100.026,0,0.690921,0.438588,6
"7119","3920","7992",-102.019,0,0.770388,0.547559,6
"7120","10560","11479",-105.066,0,0.808004,0.668801,6
"7121","9946","11034",-76.058,0,0.684924,0.47868,6
"7122","9650","11983",-214.096,0,0.865927,0.605602,6
"7123","5653","11069",-691.245,0,0.930171,0.621029,6
"7124","8689","8717",-2.01599,0,0.672757,0.522843,6
"7125","6999","9366",-435.085,0,0.612812,0.482488,6
"7126","9937","10201",-18.012,0,0.606855,0.400914,6
"7127","3081","8519",-149.008,0,0.750442,0.807383,6
"7128","2489","3261",-28.03,0,0.700599,0.527626,6
"7129","7988","11960",-282.095,0,0.600844,0.42128,6
"7130","11649","11691",-1.00299,0,0.975605,0.847804,6
"7131","3879","6827",-79.119,0,0.63893,0.408542,6
"7132","2398","2925",-21.001,0,0.918153,0.710495,6
"7133","10715","12641",-495.238,0,0.657507,0.440887,6
"7134","10715","12643",-496.243,0,0.668113,0.455221,6
"7135","8689","9000",-14.015,0,0.869798,0.678057,6
"7136","7213","7273",-2.022,0,0.752084,0.586493,6
"7137","7370","9433",-67.015,0,0.675367,0.50387,6
"7138","2093","4573",-88.015,0,0.894285,0.813787,6
"7139","10207","10873",-43.046,0,0.653492,0.440747,6
"7140","3840","10452",-641.531,0,0.91019,0.655114,6
"7141","9769","11258",-122.931,0,0.860608,0.545908,6
"7142","9896","10944",-70.049,0,0.725451,0.531296,6
"7143","8520","12763",-830.239,0,0.69438,0.524187,6
"7144","5266","11163",-242.15,0,0.765709,0.542867,6
"7145","10042","11163",-92.051,0,0.635779,0.459295,6
"7146","5391","6999",-38.04,0,0.619781,0.422521,6
"7147","12214","12219",-1.00299,0,0.966538,0.770252,6
"7148","1784","12390",-577.288,0,0.664029,0.430254,6
"7149","3080","3691",-23.045,0,0.819884,0.544644,6
"7150","2930","5391",-82.003,0,0.975825,0.831025,6
"7151","11452","11766",-30.033,0,0.767327,0.519602,6
"7152","7696","8506",-20.979,0,0.838437,0.609853,6
"7153","7696","8505",-20.979,0,0.838111,0.658515,6
"7154","35","370",-24.026,0,0.78557,0.679767,6
"7155","6140","6997",-15.994,0,0.909209,0.507532,6
"7156","2415","8342",-495.616,0,0.881425,0.599599,6
"7157","10766","11339",-72.988,0,0.625748,0.468344,6
"7158","2925","6820",-118.071,0,0.842162,0.510967,6
"7159","5489","7450",-46.005,0,0.740197,0.639124,6
"7160","3312","9850",-202.038,0,0.641959,0.407561,6
"7161","4724","11149",-258.094,0,0.767065,0.590969,6
"7162","10178","12706",-592.162,0,0.81479,0.54032,6
"7163","4725","11149",-29.0293,0,0.619304,0.435083,6
"7164","3809","12030",-403.123,0,0.749066,0.508846,6
"7165","5277","5510",-8.94899,0,0.621244,0.468332,6
"7166","3902","10464",-637.885,0,0.75719,0.416781,6
"7167","1521","12001",-473.163,0,0.719508,0.558678,6
"7168","7993","8878",-30.934,0,0.664241,0.686449,6
"7169","9548","9562",-1.017,0,0.650629,0.460598,6
"7170","12282","12384",-30.01,0,0.934768,0.726837,6
"7171","6380","8157",-38.906,0,0.835851,0.572254,6
"7172","5526","8442",-70.069,0,0.820345,0.570991,6
"7173","4474","7560",141.09,0,0.635645,0.441616,6
"7174","3786","10811",-245.096,0,0.716797,0.484585,6
"7175","2491","8888",-189.978,0,0.971371,0.80437,6
"7176","2985","8602",-487.006,0,0.749691,0.459689,6
"7177","8627","11126",180.97,0,0.88903,0.610452,6
"7178","5922","6619",-13.007,0,0.829301,0.640134,6
"7179","7253","11922",-296.509,0,0.696985,0.401648,6
"7180","1487","8519",-203.034,0,0.609694,0.613487,6
"7181","7581","9806",-81.002,0,0.765085,0.415374,6
"7182","8618","10522",235.003,0,0.901111,0.751859,6
"7183","2979","7678",-133.26,0,0.787747,0.601981,6
"7184","2416","4474",-293.554,0,0.652165,0.462815,6
"7185","2416","4475",-293.554,0,0.96273,0.958438,6
"7186","2491","4573",-74.036,0,0.891734,0.682508,6
"7187","4225","8344",-432.019,0,0.826273,0.480067,6
"7188","2976","3781",-32.061,0,0.813112,0.520164,6
"7189","2440","4573",-78.032,0,0.915504,0.8255,6
"7190","8602","10464",-187.092,0,0.846409,0.619347,6
"7191","10862","11766",-110.059,0,0.722354,0.49481,6
"7192","7303","11688",-259.679,0,0.891087,0.788271,6
"7193","2095","10463",-706.683,0,0.785098,0.628822,6
"7194","7453","12116",-323.085,0,0.867992,0.486516,6
"7195","11095","11190",-13.926,0,0.883491,0.580819,6
"7196","7992","10357",-109.026,0,0.849959,0.580358,6
"7197","3674","4878",-34.003,0,0.904011,0.762374,6
"7198","2976","4520",-53.006,0,0.801089,0.501313,6
"7199","11812","12744",-526.161,0,0.841999,0.649257,6
"7200","12033","12113",-14.015,0,0.668632,0.493571,6
"7201","8627","10181",252.983,0,0.911554,0.839795,6
"7202","8620","10181",-79.078,0,0.688572,0.470312,6
"7203","3786","10800",-244.101,0,0.829564,0.693721,6
"7204","8420","8968",-22.994,0,0.744586,0.507527,6
"7205","10692","11533",-104.009,0,0.6671,0.489377,6
"7206","4455","10562",-643.137,0,0.76027,0.610878,6
"7207","9588","11788",-187.077,0,0.713079,0.626665,6
"7208","2974","3888",-37.285,0,0.757316,0.470942,6
"7209","10831","12505",129.037,0,0.808766,0.505928,6
"7210","2336","7415",-158.942,0,0.633976,0.612581,6
"7211","2341","9870",-635.2,0,0.695255,0.445442,6
"7212","2984","8583",-485.054,0,0.763236,0.811792,6
"7213","1536","12273",-545.262,0,0.705165,0.538829,6
"7214","394","11658",-458.337,0,0.818347,0.672887,6
"7215","6820","10181",-124.99,0,0.69446,0.443278,6
"7216","7305","9659",-83.914,0,0.796771,0.531908,6
"7217","9000","12022",-256.117,0,0.692751,0.504708,6
"7218","6826","10181",-124.083,0,0.660711,0.423396,6
"7219","6827","10181",-124.111,0,0.928416,0.77453,6
"7220","1142","4725",-345.002,0,0.891187,0.846195,6
"7221","4709","5267",-17.07,0,0.675094,0.498675,6
"7222","528","7305",-199.66,0,0.702203,0.499595,6
"7223","8968","9249",-8.01898,0,0.820349,0.511332,6
"7224","4709","5262",-17.07,0,0.925525,0.76744,6
"7225","11991","12706",-407.076,0,0.819516,0.551719,6
"7226","8983","12769",-835.265,0,0.889652,0.588073,6
"7227","7346","12066",-14.9702,0,0.683053,0.433253,6
"7228","11689","12669",-403.26,0,0.807075,0.489314,6
"7229","10251","10324",-5.01999,0,0.663579,0.462656,6
"7230","3781","3944",-8.87599,0,0.952886,0.648033,6
"7231","1075","7678",-192.151,0,0.600817,0.425022,6
"7232","10080","11106",-77.018,0,0.805999,0.563193,6
"7233","11689","12667",-402.254,0,0.810882,0.493286,6
"7234","8420","8507",-2.01599,0,0.691491,0.554384,6
"7235","6586","7990",-30.009,0,0.643215,0.550141,6
"7236","12061","12763",-548.152,0,0.782819,0.481721,6
"7237","8620","10529",-96.054,0,0.87743,0.60367,6
"7238","8315","8620",313.081,0,0.98212,0.824092,6
"7239","8315","8627",-18.98,0,0.72727,0.50696,6
"7240","12061","12769",-575.179,0,0.731064,0.482852,6
"7241","4711","11855",-348.122,0,0.853393,0.578535,6
"7242","2412","2999",-25.563,0,0.807555,0.581369,6
"7243","11297","11533",-30.012,0,0.708215,0.449118,6
"7244","8505","12129",-300.129,0,0.917034,0.623094,6
"7245","8400","8975",-24.001,0,0.601594,0.409965,6
"7246","8506","12129",-300.129,0,0.936112,0.626297,6
"7247","11106","11190",-12.923,0,0.884807,0.578662,6
"7248","7221","8878",-48.913,0,0.963166,0.808408,6
"7249","7681","11724",52.9208,0,0.861559,0.783285,6
"7250","6550","10811",-168.091,0,0.740583,0.425856,6
"7251","7753","8558",-19.99,0,0.724217,0.528688,6
"7252","5211","10836",-658.174,0,0.811113,0.567315,6
"7253","11177","11192",-2.00601,0,0.849756,0.523181,6
"7254","3892","3944",-3.85599,0,0.946577,0.723344,6
"7255","5391","12004",-349.125,0,0.621858,0.40697,6
"7256","7338","10533",-131.036,0,0.753561,0.616522,6
"7257","6586","8717",-56.025,0,0.675882,0.535063,6
"7258","11880","12762",-577.17,0,0.647758,0.452065,6
"7259","11880","12764",-578.171,0,0.64677,0.452065,6
"7260","7751","11991",-287.118,0,0.68823,0.49843,6
"7261","1547","6140",-144.152,0,0.796946,0.40826,6
"7262","3904","8618",-451.042,0,0.886662,0.58519,6
"7263","9191","12291",-325.169,0,0.672791,0.430139,6
"7264","10251","11274",-92.075,0,0.709452,0.510516,6
"7265","11754","12290",-116.047,0,0.676644,0.52208,6
"7266","2095","11149",-347.56,0,0.831032,0.759725,6
"7267","7823","12744",-784.191,0,0.695801,0.509477,6
"7268","6840","8801",-55.012,0,0.716041,0.42693,6
"7269","7792","11876",-270.03,0,0.722224,0.479885,6
"7270","7647","10687",-133.584,0,0.762407,0.518899,6
"7271","3892","11149",-279.958,0,0.82117,0.579044,6
"7272","10831","11325",386.084,0,0.849352,0.548907,6
"7273","4520","8315",-420.092,0,0.954617,0.720018,6
"7274","1071","9754",-267.604,0,0.799897,0.450585,6
"7275","8783","9433",-25.004,0,0.633763,0.530538,6
"7276","2398","8602",-514.037,0,0.925914,0.687738,6
"7277","9480","11416",-158.023,0,0.677602,0.522862,6
"7278","3674","7068",-89.019,0,0.616882,0.465897,6
"7279","1071","11717",-444.345,0,0.794238,0.550205,6
