CLUSTERID1,CLUSTERID2,DeltaMZ,MEH,Cosine,OtherScore,ComponentIndex
3446,10357,-230.04,0,0.729264,0.508459,6
3446,10551,-239.069,0,0.665849,0.53379,6
3446,10800,-256.094,0,0.67535,0.500269,6
3446,10811,-257.089,0,0.743859,0.574334,6
3446,10817,-258.041,0,0.664697,0.479594,6
3446,10819,-708.16,0,0.655518,0.452278,6
3446,10831,-711.174,0,0.706669,0.582853,6
3446,10836,-712.178,0,0.704183,0.59589,6
3446,11033,-279.06,0,0.731849,0.580578,6
3446,11069,-759.264,0,0.903397,0.755976,6
3446,11074,-760.192,0,0.939917,0.758495,6
3446,11325,-325.09,0,0.631749,0.422215,6
3446,11855,-386.131,0,0.736912,0.557381,6
3446,12001,-407.109,0,0.676717,0.573248,6
3446,12004,-408.112,0,0.676735,0.583193,6
3446,12228,-467.147,0,0.663773,0.557246,6
3446,12230,-468.15,0,0.653618,0.529595,6
3446,12436,-545.177,0,0.742145,0.565596,6
3446,12583,-669.209,0,0.665776,0.523043,6
3446,12586,-670.213,0,0.664577,0.512942,6
3446,12590,-671.216,0,0.655653,0.525011,6
3446,12606,-686.235,0,0.664792,0.511208,6
3446,12608,-687.24,0,0.663751,0.534749,6
3446,12611,-688.241,0,0.653125,0.524939,6
3446,12614,-691.191,0,0.660739,0.519973,6
3446,12616,-692.195,0,0.663542,0.536466,6
3454,5336,-56.063,0,0.609826,0.498546,35
3454,5601,-65.07,0,0.696266,0.5805,35
3457,3457,0,1,1,1,-1
3475,3476,0,0,0.730515,0.61247,6
3475,6577,-88.674,0,0.693161,0.515931,6
3475,7305,-103.693,0,0.637314,0.441675,6
3475,7307,-103.691,0,0.664776,0.449774,6
3475,7346,-401.321,0,0.686513,0.436208,6
3475,7645,-111.677,0,0.75226,0.558014,6
3475,7678,-112.18,0,0.709469,0.538438,6
3475,8629,-470.215,0,0.631983,0.402157,6
3475,11649,-362.367,0,0.714533,0.554493,6
3475,11650,-362.369,0,0.722094,0.540446,6
3475,11691,-363.37,0,0.748595,0.575646,6
3475,12068,-416.291,0,0.7861,0.47192,6
3476,3479,0,0,0.712324,0.482955,6
3476,6577,-88.674,0,0.894449,0.627729,6
3476,6578,-88.675,0,0.632956,0.419857,6
3476,6596,-371.287,0,0.815101,0.43507,6
3476,7302,-103.692,0,0.675709,0.492889,6
3476,7303,-103.692,0,0.750914,0.454923,6
3476,7305,-103.693,0,0.721982,0.45568,6
3476,7346,-401.321,0,0.791049,0.4586,6
3476,7678,-112.18,0,0.843978,0.594428,6
3476,8629,-470.215,0,0.836816,0.506124,6
3476,9761,-188.133,0,0.76776,0.424967,6
3476,11643,-362.372,0,0.713183,0.492905,6
3476,11650,-362.369,0,0.882727,0.610867,6
3476,11689,-363.372,0,0.676668,0.461757,6
3476,11718,-364.374,0,0.66425,0.46037,6
3476,12066,-416.291,0,0.738639,0.427279,6
3477,6572,-88.674,0,0.972812,0.919431,6
3477,7303,-103.692,0,0.785161,0.741204,6
3477,7368,-105.113,0,0.614792,0.537621,6
3477,7651,-416.291,0,0.943175,0.855194,6
3477,7681,-417.295,0,0.964692,0.905946,6
3477,10146,-215.225,0,0.651914,0.494606,6
3477,10806,-255.166,0,0.621962,0.558593,6
3477,11651,-362.368,0,0.882457,0.831479,6
3477,11688,-363.371,0,0.806969,0.73608,6
3477,11724,-364.374,0,0.877939,0.823023,6
3477,12066,-416.291,0,0.673157,0.644637,6
3479,6577,-88.674,0,0.675119,0.453238,6
3479,6578,-88.675,0,0.915952,0.842484,6
3479,7302,-103.692,0,0.962392,0.909595,6
3479,7305,-103.693,0,0.740852,0.52659,6
3479,7346,-401.321,0,0.732235,0.434495,6
3479,7678,-112.18,0,0.869138,0.796676,6
3479,7814,-117.243,0,0.773627,0.415948,6
3479,9659,-187.607,0,0.831215,0.658377,6
3479,10687,-245.262,0,0.772417,0.559394,6
3479,11202,-301.321,0,0.812481,0.59254,6
3479,11208,-302.326,0,0.741899,0.532283,6
3479,11445,-339.313,0,0.739106,0.459185,6
3479,11597,-357.386,0,0.747738,0.597353,6
3479,11606,-358.392,0,0.727185,0.459872,6
3479,11643,-362.372,0,0.973891,0.92955,6
3479,11650,-362.369,0,0.672719,0.468333,6
3479,11689,-363.372,0,0.971777,0.925549,6
3479,11706,-363.374,0,0.657517,0.416969,6
3479,11718,-364.374,0,0.972812,0.936595,6
3479,11937,-399.333,0,0.800369,0.432092,6
3479,12024,-413.468,0,0.774788,0.610028,6
3479,12031,-414.44,0,0.691077,0.519451,6
3479,12066,-416.291,0,0.627738,0.416668,6
3479,12319,-491.493,0,0.745021,0.557584,6
3479,12322,-492.497,0,0.741026,0.536012,6
3479,12336,-499.514,0,0.682536,0.437624,6
3479,12527,-598.653,0,0.765072,0.42565,6
3479,12645,-743.643,0,0.810906,0.474973,6
3479,12667,-765.626,0,0.790511,0.49589,6
3479,12669,-766.632,0,0.787676,0.471672,6
3486,6575,-88.674,0,0.943007,0.777984,6
3486,7307,-103.691,0,0.717,0.678959,6
3486,7646,-111.678,0,0.922847,0.78038,6
3486,9756,-187.632,0,0.728803,0.515153,6
3486,11647,-362.369,0,0.966306,0.855117,6
3486,11694,-363.372,0,0.963801,0.860506,6
3494,3656,-6.09,0,0.626484,0.478048,1
3494,3697,-9.151,0,0.61035,0.464446,1
3494,3796,-11.13,0,0.634698,0.538199,1
3494,4537,-33.155,0,0.60853,0.453703,1
3494,5247,-52.936,0,0.797468,0.597035,1
3494,5918,-77.022,0,0.643053,0.449437,1
3494,6252,-81.187,0,0.606266,0.452455,1
3494,6548,-87.132,0,0.620271,0.480882,1
3494,6573,-88.674,0,0.921275,0.896156,1
3494,7315,-103.693,0,0.779081,0.660164,1
3494,7649,-416.291,0,0.708963,0.710369,1
3494,7704,-418.297,0,0.773516,0.657525,1
3494,8628,-138.64,0,0.805288,0.622755,1
3494,8633,-471.219,0,0.776989,0.588208,1
3494,8849,-149.172,0,0.623931,0.466682,1
3494,11367,-328.266,0,0.61846,0.487553,1
3494,11660,-362.37,0,0.876828,0.742413,1
3494,11686,-363.366,0,0.810437,0.651611,1
3494,11722,-364.375,0,0.887326,0.780019,1
3494,12067,-416.292,0,0.928326,0.854912,1
3505,7655,-111.678,0,0.927798,0.915536,6
3505,11644,-362.366,0,0.703049,0.5617,6
3507,7682,-112.18,0,0.803956,0.794223,56
3507,11663,-362.37,0,0.893188,0.785927,56
3507,11709,-363.373,0,0.892984,0.785646,56
3510,6582,-88.674,0,0.85467,0.84823,6
3510,7308,-103.692,0,0.625191,0.578142,6
3510,8493,-133.144,0,0.762935,0.537689,6
3510,9755,-187.633,0,0.925287,0.767437,6
3510,11658,-362.369,0,0.921231,0.773584,6
3510,11730,-364.376,0,0.921916,0.773991,6
3510,12069,-416.292,0,0.907437,0.779829,6
3511,6584,-88.674,0,0.963525,0.961094,24
3511,11668,-362.369,0,0.804602,0.699203,24
3511,11710,-363.373,0,0.876831,0.822195,24
3511,11738,-364.376,0,0.804566,0.699143,24
3531,3693,-7.043,0,0.786798,0.529082,6
3531,4228,-19.996,0,0.644155,0.477606,6
3531,4477,-27.996,0,0.793828,0.532443,6
3531,4522,-30.011,0,0.711519,0.513025,6
3531,5215,-51.033,0,0.763583,0.417251,6
3531,5443,-58.006,0,0.84714,0.596461,6
3531,5462,-59.01,0,0.820476,0.611343,6
3531,5490,-60.022,0,0.631696,0.465439,6
3531,5526,-61.025,0,0.644384,0.452843,6
3531,6331,-81.044,0,0.655973,0.482807,6
3531,6592,-88.017,0,0.665928,0.520957,6
3531,6620,-89.02,0,0.647065,0.514717,6
3531,6673,-90.032,0,0.62983,0.477247,6
3531,8375,-129.079,0,0.831662,0.610203,6
3531,8420,-130.083,0,0.835174,0.628374,6
3531,8442,-131.094,0,0.701564,0.452757,6
3531,8932,-151.064,0,0.802146,0.506815,6
3531,8968,-153.077,0,0.612265,0.412223,6
3531,9191,-159.09,0,0.658008,0.478672,6
3531,9209,-160.093,0,0.6367,0.47538,6
3531,9249,-161.096,0,0.608074,0.475581,6
3531,12264,-474.213,0,0.862209,0.553552,6
3531,12282,-482.243,0,0.722857,0.538874,6
3531,12355,-504.223,0,0.742141,0.543234,6
3531,12384,-512.253,0,0.631895,0.50311,6
3531,12390,-513.258,0,0.628734,0.473574,6
3572,3906,-15.024,0,0.733614,0.592992,6
3572,3936,-16.027,0,0.73456,0.701761,6
3572,6380,-81.18,0,0.805079,0.50484,6
3572,6449,-82.183,0,0.801898,0.433739,6
3572,8114,-119.086,0,0.852251,0.636725,6
3572,8157,-120.086,0,0.853132,0.614682,6
3572,8185,-121.104,0,0.849636,0.627558,6
3572,8695,-141.068,0,0.807605,0.611653,6
3572,8707,-142.071,0,0.81106,0.611849,6
3572,11479,-342.121,0,0.756303,0.585522,6
3572,11628,-359.128,0,0.768681,0.566594,6
3572,11687,-361.136,0,0.621669,0.481106,6
3572,11841,-381.11,0,0.78527,0.561644,6
3572,12210,-455.184,0,0.888159,0.685016,6
3572,12748,-930.312,0,0.666718,0.563585,6
3580,5489,-58.057,0,0.818838,0.777578,6
3580,6152,-76.068,0,0.671852,0.460337,6
3580,12593,-667.335,0,0.739777,0.581552,6
3583,3583,0,1,1,1,-1
3588,3588,0,1,1,1,-1
3594,7708,-110.019,0,0.707437,0.473718,6
3596,7481,-104.062,0,0.643316,0.682503,61
3597,3668,-4.03101,0,0.895251,0.70796,6
3597,3691,-5.035,0,0.980167,0.873408,6
3597,3724,-6.011,0,0.864897,0.682293,6
3597,3786,-7.01401,0,0.787974,0.606138,6
3597,3920,-14.016,0,0.970611,0.86213,6
3597,4565,-32.03,0,0.774222,0.608335,6
3597,4711,-33.03,0,0.764119,0.551256,6
3597,4753,-34.032,0,0.808917,0.738221,6
3597,5142,-48.021,0,0.659981,0.526801,6
3597,5211,-49.025,0,0.625194,0.471439,6
3597,5315,-51.019,0,0.645274,0.470866,6
3597,5389,-54.008,0,0.846279,0.644196,6
3597,5407,-55.012,0,0.919247,0.754242,6
3597,5626,-62.052,0,0.719273,0.425337,6
3597,5653,-63.04,0,0.786137,0.515005,6
3597,6167,-76.053,0,0.652152,0.437362,6
3597,6370,-80.026,0,0.685941,0.551567,6
3597,6550,-84.019,0,0.846504,0.485335,6
3597,6999,-92.048,0,0.790888,0.637405,6
3597,7068,-93.051,0,0.798901,0.657098,6
3597,7963,-115.032,0,0.642003,0.450361,6
3597,7992,-116.035,0,0.773055,0.571747,6
3597,8468,-130.004,0,0.739739,0.521361,6
3597,9208,-158.073,0,0.685724,0.558569,6
3597,9354,-526.131,0,0.872985,0.611489,6
3597,9366,-527.133,0,0.84933,0.557935,6
3597,10357,-225.061,0,0.801205,0.581276,6
3597,10551,-234.09,0,0.696883,0.555094,6
3597,10800,-251.115,0,0.692173,0.50643,6
3597,10811,-252.11,0,0.82143,0.640433,6
3597,10817,-253.062,0,0.681217,0.496788,6
3597,10819,-703.181,0,0.674742,0.47676,6
3597,10831,-706.195,0,0.80073,0.653229,6
3597,10836,-707.199,0,0.793521,0.637528,6
3597,11033,-274.081,0,0.809466,0.577926,6
3597,11069,-754.285,0,0.887152,0.72191,6
3597,11074,-755.213,0,0.869575,0.613391,6
3597,11325,-320.111,0,0.71185,0.461367,6
3597,11855,-381.152,0,0.818843,0.658016,6
3597,12001,-402.13,0,0.774628,0.607302,6
3597,12004,-403.133,0,0.773318,0.605757,6
3597,12228,-462.168,0,0.689784,0.516153,6
3597,12230,-463.171,0,0.682795,0.529956,6
3597,12436,-540.198,0,0.811411,0.567205,6
3597,12505,-577.158,0,0.629087,0.43207,6
3597,12583,-664.23,0,0.694628,0.547333,6
3597,12586,-665.234,0,0.694387,0.545446,6
3597,12590,-666.237,0,0.686023,0.544595,6
3597,12606,-681.256,0,0.693745,0.532017,6
3597,12608,-682.261,0,0.692634,0.531383,6
3597,12611,-683.262,0,0.681368,0.530928,6
3597,12614,-686.212,0,0.687875,0.521911,6
3597,12616,-687.216,0,0.693358,0.539166,6
3599,4317,-21.981,0,0.71231,0.631852,6
3599,9896,-195.984,0,0.709119,0.410803,6
3599,10533,-232,0,0.665698,0.404086,6
3611,3611,0,1,1,1,-1
3616,3663,-2.024,0,0.69721,0.574652,27
3616,6565,-83.13,0,0.645372,0.42088,27
3624,4492,-25.05,0,0.60798,0.61139,1
3649,3696,-3.95999,0,0.742484,0.445269,6
3649,3781,-5.032,0,0.753986,0.434449,6
3649,3792,-5.68599,0,0.730548,0.401794,6
3649,3798,-6.112,0,0.764022,0.434977,6
3649,3799,-6,0,0.664409,0.411175,6
3649,3892,-10.052,0,0.830077,0.50484,6
3649,3902,-11.248,0,0.737184,0.401424,6
3649,4259,-18.01,0,0.778631,0.547471,6
3649,4533,-26.981,0,0.660366,0.422145,6
3649,4709,-30.951,0,0.61541,0.409922,6
3649,4724,-31.916,0,0.714256,0.486512,6
3649,5774,-68.06,0,0.63991,0.488255,6
3649,6732,-86.073,0,0.67914,0.501711,6
3649,6820,-87.076,0,0.692004,0.551607,6
3649,6827,-87.955,0,0.604318,0.400189,6
3649,8315,-446.069,0,0.680493,0.431091,6
3649,8342,-447.071,0,0.657436,0.440193,6
3649,8344,-448.073,0,0.658797,0.442108,6
3649,8862,-144.076,0,0.693284,0.625269,6
3649,10180,-212.066,0,0.631257,0.409016,6
3649,10452,-648.147,0,0.728523,0.48248,6
3649,10463,-649.133,0,0.694896,0.426958,6
3649,10466,-650.137,0,0.697702,0.457882,6
3649,10522,-228.04,0,0.632292,0.417361,6
3649,11127,-766.231,0,0.666398,0.43416,6
3649,11149,-290.01,0,0.634031,0.422777,6
3650,4575,-30.018,0,0.669938,0.54218,51
3650,5798,-69.065,0,0.644757,0.534149,51
3650,6737,-86.073,0,0.759697,0.771407,51
3651,3945,-13.996,0,0.619927,0.487553,33
3651,4365,-21.029,0,0.663417,0.464868,33
3651,4766,-32.026,0,0.652863,0.460594,33
3651,6981,-89.085,0,0.72564,0.545976,33
3652,4277,-18.011,0,0.956281,0.939359,33
3652,4368,-21.029,0,0.600076,0.433174,33
3652,4764,-32.026,0,0.689304,0.535941,33
3652,6185,-74.072,0,0.917187,0.9387,33
3656,3688,-2.039,0,0.739202,0.501779,1
3656,3697,-3.061,0,0.894772,0.683934,1
3656,3699,-3.02501,0,0.630274,0.439947,1
3656,3782,-4.024,0,0.784694,0.557914,1
3656,3796,-5.04001,0,0.852901,0.67158,1
3656,4303,-18.013,0,0.727807,0.5039,1
3656,4310,-18.997,0,0.758701,0.564219,1
3656,4537,-27.065,0,0.797212,0.632069,1
3656,4818,-33.032,0,0.77882,0.539609,1
3656,5322,-48.083,0,0.874511,0.679137,1
3656,5333,-49.016,0,0.690104,0.467848,1
3656,5469,-54.959,0,0.759025,0.53924,1
3656,5756,-66.116,0,0.621951,0.462802,1
3656,5837,-69.086,0,0.72298,0.546557,1
3656,5918,-70.932,0,0.724522,0.482273,1
3656,6135,-72.964,0,0.743229,0.501014,1
3656,6252,-75.097,0,0.772411,0.604476,1
3656,6371,-77.058,0,0.62521,0.447021,1
3656,6548,-81.042,0,0.850496,0.624485,1
3656,6823,-87.072,0,0.830928,0.648305,1
3656,6968,-88.082,0,0.826868,0.594177,1
3656,7167,-93.031,0,0.688509,0.499082,1
3656,7605,-104.123,0,0.720343,0.553539,1
3656,7722,-107.104,0,0.664963,0.446866,1
3656,8168,-116.107,0,0.794531,0.538685,1
3656,8218,-119.122,0,0.739161,0.503922,1
3656,8337,-123.118,0,0.781718,0.544028,1
3656,8359,-124.099,0,0.817006,0.608586,1
3656,8399,-125.079,0,0.810856,0.607101,1
3656,8492,-127.08,0,0.782605,0.572164,1
3656,8786,-141.131,0,0.671761,0.449134,1
3656,8807,-142.11,0,0.800377,0.569646,1
3656,8849,-143.082,0,0.888951,0.706674,1
3656,8998,-151.04,0,0.612327,0.419527,1
3656,9057,-153.055,0,0.659615,0.473261,1
3656,9235,-156.039,0,0.638263,0.477334,1
3656,9336,-160.115,0,0.678509,0.491172,1
3656,9343,-161.076,0,0.624961,0.457148,1
3656,9352,-162.073,0,0.757318,0.580811,1
3656,9409,-165.075,0,0.692887,0.54114,1
3656,9786,-183.047,0,0.666637,0.48366,1
3656,10176,-211.069,0,0.750917,0.499976,1
3656,10521,-227.047,0,0.751078,0.516831,1
3656,10802,-248.171,0,0.728812,0.471768,1
3656,10863,-255.084,0,0.601342,0.425966,1
3656,11010,-266.178,0,0.810987,0.56376,1
3656,11015,-267.163,0,0.78483,0.541578,1
3656,11133,-284.195,0,0.644554,0.433471,1
3656,11250,-303.19,0,0.647542,0.40177,1
3656,11295,-313.091,0,0.752272,0.464807,1
3656,11367,-322.176,0,0.877661,0.675726,1
3656,11385,-325.136,0,0.668197,0.403362,1
3656,11402,-327.128,0,0.766602,0.54784,1
3656,11494,-343.104,0,0.764614,0.547084,1
3656,11534,-344.109,0,0.690209,0.458263,1
3656,11992,-397.08,0,0.805277,0.571563,1
3656,12067,-410.202,0,0.614022,0.459099,1
3656,12094,-413.046,0,0.786282,0.539684,1
3656,12378,-505.161,0,0.621424,0.451705,1
3656,12599,-667.234,0,0.640427,0.409643,1
3663,4486,-23.026,0,0.706278,0.543917,27
3663,4516,-24.029,0,0.67401,0.55208,27
3663,6565,-81.106,0,0.648734,0.44997,27
3668,3691,-1.004,0,0.855118,0.680269,6
3668,3724,-1.98,0,0.810724,0.566388,6
3668,3786,-2.983,0,0.628512,0.436731,6
3668,3920,-9.985,0,0.851795,0.671779,6
3668,4565,-27.999,0,0.878618,0.666137,6
3668,4711,-28.999,0,0.882229,0.665838,6
3668,4753,-30.001,0,0.888972,0.683053,6
3668,5142,-43.99,0,0.707304,0.480499,6
3668,5211,-44.994,0,0.70883,0.491159,6
3668,5315,-46.988,0,0.752421,0.520801,6
3668,5389,-49.977,0,0.928552,0.78187,6
3668,5407,-50.981,0,0.804262,0.60288,6
3668,5409,-50.981,0,0.648346,0.41844,6
3668,5626,-58.021,0,0.60982,0.400334,6
3668,5653,-59.009,0,0.645175,0.423577,6
3668,6167,-72.022,0,0.714571,0.443789,6
3668,6550,-79.988,0,0.725953,0.412982,6
3668,6999,-88.017,0,0.917077,0.743208,6
3668,7068,-89.02,0,0.920235,0.739071,6
3668,7963,-111.001,0,0.66945,0.505302,6
3668,7992,-112.004,0,0.861394,0.619576,6
3668,8468,-125.973,0,0.84278,0.604334,6
3668,9354,-522.1,0,0.760389,0.463381,6
3668,9366,-523.102,0,0.752187,0.501203,6
3668,10357,-221.03,0,0.910687,0.633264,6
3668,10811,-248.079,0,0.875328,0.659953,6
3668,10831,-702.164,0,0.917573,0.72298,6
3668,10836,-703.168,0,0.914426,0.727722,6
3668,11033,-270.05,0,0.916821,0.661161,6
3668,11069,-750.254,0,0.73425,0.504701,6
3668,11074,-751.182,0,0.754727,0.470416,6
3668,11325,-316.08,0,0.787683,0.491911,6
3668,11855,-377.121,0,0.927004,0.675423,6
3668,12001,-398.099,0,0.90537,0.741065,6
3668,12004,-399.102,0,0.898782,0.70921,6
3668,12436,-536.167,0,0.911761,0.629635,6
3668,12505,-573.127,0,0.711066,0.433348,6
3669,4365,-19.014,0,0.620416,0.487081,33
3669,4368,-19.014,0,0.61616,0.464237,33
3669,4766,-30.011,0,0.614777,0.463,33
3669,6904,-86.058,0,0.774817,0.627128,33
3669,6981,-87.07,0,0.612414,0.406362,33
3674,3922,-9.98401,0,0.990784,0.85072,6
3674,4573,-27.994,0,0.907927,0.809236,6
3674,4710,-28.998,0,0.904511,0.806841,6
3674,4878,-34.003,0,0.904011,0.762374,6
3674,5316,-46.968,0,0.980482,0.859571,6
3674,5389,-49.976,0,0.624426,0.567589,6
3674,5391,-49.976,0,0.977165,0.825611,6
3674,5408,-50.98,0,0.979836,0.83216,6
3674,6999,-88.016,0,0.631781,0.501831,6
3674,7068,-89.019,0,0.616882,0.465897,6
3674,7221,-94.024,0,0.973396,0.810116,6
3674,7415,-99.924,0,0.644682,0.66509,6
3674,8467,-125.962,0,0.6551,0.657616,6
3674,8519,-126.966,0,0.649825,0.646052,6
3674,8841,-141.935,0,0.983125,0.883031,6
3674,8878,-142.937,0,0.974309,0.86389,6
3674,8888,-143.936,0,0.979027,0.831627,6
3674,9353,-161.005,0,0.982422,0.870016,6
3674,10831,-702.163,0,0.61735,0.466378,6
3674,10836,-703.167,0,0.619531,0.462394,6
3674,11033,-270.049,0,0.601419,0.494154,6
3674,12001,-398.098,0,0.641825,0.459841,6
3674,12004,-399.101,0,0.64145,0.459841,6
3676,3764,-2.015,0,0.710295,0.628843,21
3676,4233,-14.016,0,0.701856,0.548856,21
3676,4299,-16.031,0,0.648977,0.406577,21
3676,4910,-34.078,0,0.700862,0.465363,21
3676,4927,-35.08,0,0.659551,0.447794,21
3676,5111,-42.047,0,0.730078,0.528596,21
3676,5875,-68.062,0,0.635974,0.555284,21
3676,6007,-70.041,0,0.625392,0.402904,21
3676,6189,-72.057,0,0.661242,0.438872,21
3676,6616,-82.078,0,0.661365,0.439467,21
3676,6738,-84.058,0,0.648358,0.439405,21
3676,7593,-102.068,0,0.689692,0.449738,21
3676,8793,-140.12,0,0.645214,0.407886,21
3676,8839,-141.123,0,0.652117,0.408706,21
3676,9324,-158.13,0,0.637743,0.400993,21
3676,9337,-159.133,0,0.651497,0.424325,21
3676,9349,-160.137,0,0.668479,0.441327,21
3676,9571,-177.104,0,0.639793,0.41722,21
3681,4552,-25.979,0,0.779628,0.583618,33
3681,4554,-25.979,0,0.704063,0.504425,33
3681,5103,-42.009,0,0.784891,0.603005,33
3681,5125,-43.014,0,0.767804,0.665507,33
3681,6888,-86,0,0.648939,0.432119,33
3681,6972,-87.003,0,0.635118,0.45637,33
3685,3696,-0.761002,0,0.92964,0.591508,6
3685,3781,-1.83301,0,0.926363,0.584284,6
3685,3792,-2.487,0,0.92427,0.59403,6
3685,3798,-2.91301,0,0.911855,0.589197,6
3685,3799,-2.80101,0,0.834233,0.506426,6
3685,3878,-5.10101,0,0.924306,0.626457,6
3685,3879,-5.63701,0,0.902073,0.560761,6
3685,3888,-6.054,0,0.915686,0.615098,6
3685,3889,-6.505,0,0.920656,0.580489,6
3685,3892,-6.85301,0,0.898502,0.605201,6
3685,3901,-7.412,0,0.917864,0.576974,6
3685,3902,-8.04901,0,0.909858,0.559842,6
3685,3903,-8.33701,0,0.908648,0.551086,6
3685,3933,-9.24501,0,0.903097,0.535513,6
3685,3934,-9.74701,0,0.904254,0.576934,6
3685,3944,-10.709,0,0.908961,0.564889,6
3685,3965,-11.449,0,0.932509,0.859268,6
3685,4225,-12.855,0,0.87753,0.455764,6
3685,4474,-241.81,0,0.771563,0.442771,6
3685,4533,-23.782,0,0.800989,0.473264,6
3685,4709,-27.752,0,0.743791,0.445437,6
3685,5262,-44.822,0,0.758921,0.444374,6
3685,6826,-84.784,0,0.670852,0.432211,6
3685,6827,-84.756,0,0.668691,0.410121,6
3685,7980,-109.979,0,0.807208,0.41978,6
3685,8315,-442.87,0,0.889064,0.561993,6
3685,8342,-443.872,0,0.86421,0.544951,6
3685,8344,-444.874,0,0.867321,0.541333,6
3685,8404,-122.811,0,0.768898,0.418551,6
3685,8602,-458.842,0,0.863496,0.604085,6
3685,8618,-459.844,0,0.873842,0.540678,6
3685,8620,-129.789,0,0.861254,0.544236,6
3685,10180,-208.867,0,0.778176,0.463278,6
3685,10452,-644.948,0,0.869388,0.592458,6
3685,10463,-645.934,0,0.87668,0.590325,6
3685,10466,-646.938,0,0.870571,0.600824,6
3685,10522,-224.841,0,0.776752,0.454479,6
3685,11149,-286.811,0,0.782021,0.480146,6
3685,11258,-302.781,0,0.749166,0.409496,6
3686,3717,-1.008,0,0.843558,0.68504,6
3686,3783,-2.011,0,0.750084,0.547978,6
3686,3784,-2.011,0,0.767703,0.562657,6
3686,4609,-27.059,0,0.660195,0.472569,6
3686,4832,-31.018,0,0.668858,0.514718,6
3686,4873,-32.022,0,0.679964,0.569967,6
3686,5136,-43.063,0,0.641201,0.454074,6
3686,7016,-87.081,0,0.651191,0.493016,6
3686,7832,-109.063,0,0.625015,0.421885,6
3688,3697,-1.022,0,0.811968,0.553524,1
3688,3699,-0.986008,0,0.67204,0.463554,1
3688,3782,-1.985,0,0.734184,0.471508,1
3688,3796,-3.00101,0,0.760189,0.501674,1
3688,3942,-10.781,0,0.605546,0.446724,1
3688,4303,-15.974,0,0.863106,0.651341,1
3688,4310,-16.958,0,0.772165,0.524981,1
3688,4818,-30.993,0,0.647405,0.411287,1
3688,5322,-46.044,0,0.70472,0.521374,1
3688,5333,-46.977,0,0.918072,0.724934,1
3688,5469,-52.92,0,0.790962,0.553863,1
3688,5716,-62.006,0,0.636474,0.410107,1
3688,5730,-62.953,0,0.798553,0.50156,1
3688,5756,-64.077,0,0.698705,0.52575,1
3688,5918,-68.893,0,0.780317,0.522369,1
3688,6135,-70.925,0,0.822386,0.565024,1
3688,6371,-75.019,0,0.71849,0.501736,1
3688,6548,-79.003,0,0.741761,0.511977,1
3688,6823,-85.033,0,0.620859,0.446098,1
3688,6968,-86.043,0,0.797681,0.564567,1
3688,7167,-90.992,0,0.728488,0.525455,1
3688,8168,-114.068,0,0.670407,0.406093,1
3688,8218,-117.083,0,0.795407,0.543381,1
3688,8337,-121.079,0,0.85547,0.662416,1
3688,8359,-122.06,0,0.907392,0.74865,1
3688,8399,-123.04,0,0.836374,0.647612,1
3688,8492,-125.041,0,0.617977,0.46201,1
3688,8786,-139.092,0,0.83349,0.616251,1
3688,8807,-140.071,0,0.914185,0.775846,1
3688,8849,-141.043,0,0.750075,0.582272,1
3688,8889,-143.052,0,0.719251,0.523954,1
3688,8998,-149.001,0,0.646736,0.439882,1
3688,9057,-151.016,0,0.722502,0.491731,1
3688,9336,-158.076,0,0.652953,0.440218,1
3688,9343,-159.037,0,0.801696,0.649187,1
3688,9352,-160.034,0,0.668968,0.498612,1
3688,9380,-162.055,0,0.866857,0.740919,1
3688,9409,-163.036,0,0.729479,0.563897,1
3688,10176,-209.03,0,0.864302,0.638089,1
3688,10521,-225.008,0,0.834509,0.610775,1
3688,10802,-246.132,0,0.82785,0.599946,1
3688,10804,-247.094,0,0.834385,0.570214,1
3688,10863,-253.045,0,0.665466,0.483427,1
3688,11010,-264.139,0,0.730076,0.519982,1
3688,11015,-265.124,0,0.870517,0.674006,1
3688,11133,-282.156,0,0.723129,0.502345,1
3688,11142,-283.142,0,0.817526,0.584328,1
3688,11250,-301.151,0,0.759892,0.500048,1
3688,11255,-302.104,0,0.764663,0.554476,1
3688,11295,-311.052,0,0.705026,0.408323,1
3688,11367,-320.137,0,0.72334,0.496932,1
3688,11402,-325.089,0,0.78343,0.558894,1
3688,11494,-341.065,0,0.7849,0.527238,1
3688,11495,-341.062,0,0.617071,0.434895,1
3688,11534,-342.07,0,0.750204,0.510037,1
3688,11992,-395.041,0,0.79344,0.592691,1
3688,12094,-411.007,0,0.794806,0.559769,1
3688,12332,-487.141,0,0.686815,0.522619,1
3688,12378,-503.122,0,0.734767,0.563284,1
3688,12599,-665.195,0,0.785741,0.51269,1
3691,3724,-0.975998,0,0.865515,0.644648,6
3691,3786,-1.979,0,0.846707,0.671809,6
3691,3920,-8.981,0,0.980842,0.832392,6
3691,4565,-26.995,0,0.719574,0.562167,6
3691,4711,-27.995,0,0.706327,0.509968,6
3691,4753,-28.997,0,0.749812,0.679525,6
3691,5315,-45.984,0,0.623618,0.468025,6
3691,5389,-48.973,0,0.804274,0.628147,6
3691,5407,-49.977,0,0.915871,0.775212,6
3691,5626,-57.017,0,0.791547,0.464797,6
3691,5653,-58.005,0,0.828305,0.512973,6
3691,6370,-74.991,0,0.744701,0.626423,6
3691,6550,-78.984,0,0.871989,0.492668,6
3691,6999,-87.013,0,0.733272,0.60321,6
