CLUSTERID1,CLUSTERID2,DeltaMZ,MEH,Cosine,OtherScore,ComponentIndex
5469,12378,-450.202,0,0.716289,0.550857,1
5469,12599,-612.275,0,0.697695,0.46817,1
5489,6152,-18.011,0,0.746267,0.456349,6
5489,6839,-31.99,0,0.659303,0.417132,6
5489,6961,-32.993,0,0.656105,0.422642,6
5489,7450,-46.005,0,0.740197,0.639124,6
5489,12591,-608.275,0,0.771384,0.422885,6
5489,12593,-609.278,0,0.772606,0.420392,6
5490,5526,-1.00301,0,0.909918,0.653668,6
5490,6331,-21.022,0,0.839453,0.566736,6
5490,6592,-27.995,0,0.858459,0.642902,6
5490,6620,-28.998,0,0.862189,0.659684,6
5490,6673,-30.01,0,0.847175,0.601515,6
5490,8375,-69.057,0,0.707025,0.515427,6
5490,8420,-70.061,0,0.71094,0.531451,6
5490,8442,-71.072,0,0.824253,0.559749,6
5490,8507,-72.077,0,0.753623,0.466976,6
5490,8534,-73.083,0,0.703331,0.454674,6
5490,8968,-93.055,0,0.755163,0.528395,6
5490,9191,-99.068,0,0.772624,0.574826,6
5490,9209,-100.071,0,0.787003,0.584444,6
5490,9249,-101.074,0,0.803896,0.617131,6
5490,9548,-121.05,0,0.773427,0.598582,6
5490,12282,-422.221,0,0.862614,0.583167,6
5490,12291,-424.237,0,0.829984,0.527898,6
5490,12355,-444.201,0,0.861201,0.573452,6
5490,12371,-446.216,0,0.772082,0.441617,6
5490,12384,-452.231,0,0.880211,0.673044,6
5490,12390,-453.236,0,0.885221,0.618235,6
5490,12427,-474.213,0,0.759476,0.466474,6
5492,6153,-18.011,0,0.817624,0.656769,10
5492,6215,-19.014,0,0.826064,0.66096,10
5501,7978,-57.066,0,0.665356,0.525343,21
5510,5812,-13.033,0,0.69635,0.461386,6
5510,9850,-133.068,0,0.60302,0.440378,6
5516,5516,0,1,1,1,-1
5526,6331,-20.019,0,0.842212,0.555049,6
5526,6592,-26.992,0,0.855963,0.559956,6
5526,6620,-27.995,0,0.838987,0.534948,6
5526,6673,-29.007,0,0.851632,0.575588,6
5526,8375,-68.054,0,0.751653,0.539976,6
5526,8420,-69.058,0,0.756487,0.561056,6
5526,8442,-70.069,0,0.820345,0.570991,6
5526,8507,-71.074,0,0.734656,0.461764,6
5526,8534,-72.08,0,0.688778,0.406946,6
5526,8968,-92.052,0,0.743949,0.51645,6
5526,9191,-98.065,0,0.782467,0.503919,6
5526,9209,-99.068,0,0.795458,0.491725,6
5526,9249,-100.071,0,0.809551,0.522629,6
5526,9548,-120.047,0,0.715882,0.49492,6
5526,12282,-421.218,0,0.870554,0.569639,6
5526,12291,-423.234,0,0.808953,0.498071,6
5526,12355,-443.198,0,0.865523,0.550839,6
5526,12384,-451.228,0,0.902197,0.642156,6
5526,12390,-452.233,0,0.886681,0.628251,6
5526,12427,-473.21,0,0.781354,0.505603,6
5533,7533,-45.03,0,0.652002,0.40848,6
5533,12116,-367.112,0,0.753745,0.540332,6
5534,5601,-1.00302,0,0.813603,0.50421,35
5534,8322,-66.008,0,0.698333,0.457677,35
5535,5535,0,1,1,1,-1
5540,5611,-1.004,0,0.79101,0.658488,59
5541,5604,-1.00302,0,0.911922,0.669382,85
5555,5911,-13.022,0,0.752564,0.516741,33
5579,6246,-17.994,0,0.614117,0.433244,6
5579,6732,-28.032,0,0.773927,0.418118,6
5579,6827,-29.914,0,0.783124,0.444587,6
5579,7560,-45.878,0,0.718409,0.486536,6
5579,7980,-55.137,0,0.860007,0.550344,6
5579,8315,-388.028,0,0.859595,0.479774,6
5579,8342,-389.03,0,0.852076,0.430302,6
5579,8344,-390.032,0,0.845376,0.434298,6
5579,8583,-402.004,0,0.712569,0.439555,6
5579,8601,-403.004,0,0.778181,0.410279,6
5579,8602,-404,0,0.835167,0.418284,6
5579,8618,-405.002,0,0.850391,0.439195,6
5579,8620,-74.947,0,0.839126,0.415008,6
5579,8627,-407.008,0,0.712541,0.43889,6
5579,10180,-154.025,0,0.763204,0.44905,6
5579,10181,-154.025,0,0.672988,0.440566,6
5579,10452,-590.106,0,0.845696,0.451261,6
5579,10463,-591.092,0,0.858253,0.452315,6
5579,10466,-592.096,0,0.847558,0.443204,6
5579,10522,-169.999,0,0.804965,0.491103,6
5579,10523,-169.999,0,0.671951,0.42946,6
5579,10530,-171.003,0,0.672394,0.43313,6
5579,10554,-174.994,0,0.643569,0.403506,6
5579,10562,-608.066,0,0.673426,0.442787,6
5579,11149,-231.969,0,0.758441,0.426139,6
5579,11150,-231.97,0,0.672713,0.438237,6
5579,11231,-243.054,0,0.83853,0.524739,6
5579,11238,-244.057,0,0.825359,0.602466,6
5579,11259,-247.941,0,0.675212,0.455725,6
5583,5583,0,1,1,1,-1
5584,6007,-13.979,0,0.67923,0.464316,21
5584,6189,-15.995,0,0.729757,0.500197,21
5584,6254,-17.973,0,0.776012,0.464735,21
5584,6616,-26.016,0,0.731212,0.503827,21
5584,6738,-27.996,0,0.802049,0.546026,21
5584,7508,-43.99,0,0.747883,0.463139,21
5584,7593,-46.006,0,0.718027,0.484313,21
5584,8090,-57.066,0,0.682104,0.405047,21
5584,8341,-66.047,0,0.739796,0.537005,21
5584,8732,-82.041,0,0.699695,0.421707,21
5584,8793,-84.058,0,0.754825,0.501087,21
5584,8839,-85.061,0,0.760028,0.489304,21
5584,9324,-102.068,0,0.702841,0.453362,21
5584,9337,-103.071,0,0.739778,0.497559,21
5584,9349,-104.075,0,0.717597,0.482844,21
5584,9571,-121.042,0,0.697419,0.468152,21
5584,9655,-124.05,0,0.695542,0.439557,21
5584,9773,-125.054,0,0.674799,0.43576,21
5584,12471,-498.229,0,0.669555,0.454884,21
5597,7838,-53.118,0,0.883473,0.562324,40
5597,8495,-69.036,0,0.960623,0.713309,40
5597,10179,-153.056,0,0.962425,0.717709,40
5597,10534,-171.068,0,0.960154,0.709973,40
5597,12323,-428.388,0,0.933595,0.656947,40
5598,6773,-28.001,0,0.757266,0.545506,63
5622,5840,-10.089,0,0.84235,0.50075,39
5623,5623,0,1,1,1,-1
5626,5653,-0.988007,0,0.9012,0.636496,6
5626,6370,-17.974,0,0.844482,0.514845,6
5626,6550,-21.967,0,0.825996,0.536256,6
5626,9208,-96.021,0,0.851731,0.527356,6
5626,9366,-465.081,0,0.668085,0.400233,6
5626,10551,-172.038,0,0.862586,0.533048,6
5626,10554,-172.999,0,0.632838,0.428767,6
5626,10800,-189.063,0,0.824317,0.477312,6
5626,10811,-190.058,0,0.695954,0.42221,6
5626,10817,-191.01,0,0.817717,0.467589,6
5626,10819,-641.129,0,0.809117,0.482696,6
5626,10886,-199.056,0,0.720284,0.402301,6
5626,11069,-692.233,0,0.876119,0.547661,6
5626,12228,-400.116,0,0.860016,0.526945,6
5626,12230,-401.119,0,0.853697,0.525493,6
5626,12583,-602.178,0,0.86078,0.545497,6
5626,12586,-603.182,0,0.856528,0.515559,6
5626,12590,-604.185,0,0.853153,0.519363,6
5626,12606,-619.204,0,0.865038,0.571604,6
5626,12608,-620.209,0,0.861651,0.533177,6
5626,12611,-621.21,0,0.848632,0.50731,6
5626,12614,-624.16,0,0.85795,0.533968,6
5626,12616,-625.164,0,0.861314,0.527206,6
5627,6178,-14.035,0,0.768633,0.520056,6
5627,6229,-15.047,0,0.828195,0.442549,6
5627,6840,-28.001,0,0.873878,0.55485,6
5627,7542,-43.042,0,0.837465,0.498405,6
5627,7581,-44.045,0,0.840054,0.523548,6
5627,7602,-45.002,0,0.857998,0.474532,6
5627,7607,-45.095,0,0.891343,0.481681,6
5627,7617,-45.214,0,0.831642,0.477187,6
5627,7639,-46.061,0,0.890558,0.480927,6
5627,7696,-47.064,0,0.884585,0.484326,6
5627,7724,-48.066,0,0.840794,0.473703,6
5627,7795,-51.076,0,0.880309,0.482269,6
5627,7796,-51.066,0,0.866757,0.499065,6
5627,7813,-51.992,0,0.821769,0.439373,6
5627,8354,-65.024,0,0.700465,0.418752,6
5627,8439,-67.04,0,0.766676,0.422199,6
5627,8505,-68.043,0,0.782249,0.462732,6
5627,8506,-68.043,0,0.757207,0.407149,6
5627,8530,-69.046,0,0.758004,0.448248,6
5627,8801,-83.013,0,0.745207,0.415696,6
5627,8851,-84.02,0,0.756841,0.483646,6
5627,9187,-95.038,0,0.827702,0.530978,6
5627,9395,-106.003,0,0.921378,0.560558,6
5627,11997,-338.162,0,0.860072,0.596719,6
5627,12095,-354.212,0,0.933656,0.594639,6
5627,12128,-368.171,0,0.930481,0.562913,6
5627,12129,-368.172,0,0.86927,0.534288,6
5627,12134,-370.187,0,0.928091,0.547599,6
5627,12135,-370.187,0,0.897662,0.519178,6
5627,12141,-372.191,0,0.900763,0.536004,6
5627,12142,-372.193,0,0.923397,0.570274,6
5633,5652,-1.00403,0,0.858114,0.779266,129
5653,6370,-16.986,0,0.894814,0.552072,6
5653,6550,-20.979,0,0.878775,0.554746,6
5653,7992,-52.995,0,0.654206,0.4204,6
5653,8468,-66.964,0,0.604782,0.400502,6
5653,9208,-95.033,0,0.901505,0.568427,6
5653,9354,-463.091,0,0.712965,0.452661,6
5653,9366,-464.093,0,0.704595,0.439014,6
5653,10551,-171.05,0,0.916143,0.597066,6
5653,10554,-172.011,0,0.629398,0.423056,6
5653,10800,-188.075,0,0.872558,0.524438,6
5653,10811,-189.07,0,0.740597,0.4702,6
5653,10817,-190.022,0,0.866835,0.523057,6
5653,10819,-640.141,0,0.858718,0.532741,6
5653,10886,-198.068,0,0.767196,0.438385,6
5653,11069,-691.245,0,0.930171,0.621029,6
5653,11074,-692.173,0,0.705928,0.450382,6
5653,12228,-399.128,0,0.912768,0.577454,6
5653,12230,-400.131,0,0.905807,0.581603,6
5653,12583,-601.19,0,0.910097,0.577621,6
5653,12586,-602.194,0,0.915379,0.617309,6
5653,12590,-603.197,0,0.905719,0.574034,6
5653,12606,-618.216,0,0.910802,0.577621,6
5653,12608,-619.221,0,0.91446,0.58359,6
5653,12611,-620.222,0,0.902339,0.572339,6
5653,12614,-623.172,0,0.910809,0.583993,6
5653,12616,-624.176,0,0.914977,0.586823,6
5657,5657,0,1,1,1,-1
5672,10751,-182.165,0,0.683978,0.406032,6
5681,5681,0,1,1,1,-1
5684,5684,0,1,1,1,-1
5686,6930,-25.979,0,0.92345,0.924588,143
5686,6987,-26.983,0,0.923449,0.924588,143
5686,8899,-83.983,0,0.814979,0.736202,143
5688,11216,-236.089,0,0.786558,0.670588,147
5691,5691,0,1,1,1,-1
5706,5706,0,1,1,1,-1
5715,5764,260.038,0,0.924203,0.776092,95
5715,5791,259.035,0,0.964222,0.95076,95
5715,5822,258.021,0,0.878136,0.731824,95
5716,5730,-0.946991,0,0.671938,0.445932,1
5716,5756,-2.07101,0,0.734878,0.482771,1
5716,5918,-6.88699,0,0.674897,0.429769,1
5716,6371,-13.013,0,0.718345,0.472795,1
5716,6548,-16.997,0,0.638698,0.443424,1
5716,7167,-28.986,0,0.722778,0.445451,1
5716,8337,-59.073,0,0.629374,0.418306,1
5716,8359,-60.054,0,0.632099,0.420369,1
5716,8399,-61.034,0,0.695928,0.462597,1
5716,8807,-78.065,0,0.636632,0.442931,1
5716,8889,-81.046,0,0.767149,0.567354,1
5716,9409,-101.03,0,0.617563,0.46118,1
5716,10176,-147.024,0,0.655528,0.45359,1
5716,10521,-163.002,0,0.648188,0.464968,1
5716,10863,-191.039,0,0.652751,0.433646,1
5716,11402,-263.083,0,0.673531,0.408083,1
5716,12332,-425.135,0,0.732978,0.462489,1
5716,12378,-441.116,0,0.669864,0.419468,1
5729,7273,-32.007,0,0.692359,0.590373,6
5729,7303,-32.559,0,0.619715,0.517095,6
5729,7368,-33.98,0,0.738066,0.56031,6
5729,7399,-34.987,0,0.80502,0.614813,6
5729,7807,-45.98,0,0.619712,0.535015,6
5729,7990,-47.996,0,0.684975,0.597776,6
5729,8558,-63.991,0,0.708116,0.612803,6
5729,10563,-168.043,0,0.643837,0.538679,6
5729,10806,-184.033,0,0.661195,0.552702,6
5729,11688,-292.238,0,0.615811,0.52081,6
5729,11779,-300.118,0,0.636468,0.450493,6
5730,5756,-1.12402,0,0.727285,0.456129,1
5730,5918,-5.94,0,0.759648,0.447196,1
5730,6135,-7.97202,0,0.769293,0.478386,1
5730,6371,-12.066,0,0.637485,0.407354,1
5730,6548,-16.05,0,0.731133,0.473164,1
5730,6968,-23.09,0,0.690249,0.437347,1
5730,7167,-28.039,0,0.691375,0.429115,1
5730,8218,-54.13,0,0.696267,0.439862,1
5730,8337,-58.126,0,0.747194,0.50146,1
5730,8359,-59.107,0,0.781909,0.489175,1
5730,8399,-60.087,0,0.747881,0.466815,1
5730,8786,-76.139,0,0.772329,0.58221,1
5730,8807,-77.118,0,0.782385,0.516097,1
5730,8849,-78.09,0,0.684723,0.450032,1
5730,8889,-80.099,0,0.634628,0.439998,1
5730,9343,-96.084,0,0.630895,0.407097,1
5730,9352,-97.081,0,0.602979,0.406187,1
5730,9380,-99.102,0,0.696945,0.479018,1
5730,10176,-146.077,0,0.829097,0.631047,1
5730,10521,-162.055,0,0.83871,0.640493,1
5730,10802,-183.179,0,0.723966,0.468111,1
5730,10804,-184.141,0,0.7493,0.454921,1
5730,10863,-190.092,0,0.628962,0.404014,1
5730,11015,-202.171,0,0.745383,0.45079,1
5730,11133,-219.203,0,0.720378,0.550229,1
5730,11142,-220.189,0,0.704242,0.431999,1
5730,11250,-238.198,0,0.701256,0.456818,1
5730,11402,-262.136,0,0.725065,0.452124,1
5730,11495,-278.109,0,0.615291,0.407384,1
5730,11534,-279.117,0,0.699828,0.419461,1
5730,11992,-332.088,0,0.6997,0.454426,1
5730,12094,-348.054,0,0.721039,0.465258,1
5730,12332,-424.188,0,0.641962,0.411093,1
5730,12378,-440.169,0,0.700318,0.446187,1
5730,12599,-602.242,0,0.676026,0.437885,1
5731,7284,-32.026,0,0.740583,0.690435,6
5731,8818,-77.083,0,0.636288,0.527979,6
5748,5748,0,1,1,1,-1
5756,5918,-4.81598,0,0.725751,0.567131,1
5756,6135,-6.84799,0,0.746141,0.606527,1
5756,6245,-8.73099,0,0.69228,0.522604,1
5756,6371,-10.942,0,0.700827,0.522925,1
5756,6548,-14.926,0,0.639363,0.501694,1
5756,7108,-24.701,0,0.808889,0.665227,1
5756,7167,-26.915,0,0.720579,0.543973,1
5756,8337,-57.002,0,0.668847,0.473609,1
5756,8359,-57.983,0,0.696297,0.565566,1
5756,8399,-58.963,0,0.753462,0.626053,1
5756,8786,-75.015,0,0.646573,0.427895,1
5756,8807,-75.994,0,0.693808,0.583261,1
5756,8889,-78.975,0,0.602064,0.449701,1
5756,9057,-86.939,0,0.651032,0.514093,1
5756,9343,-94.96,0,0.60515,0.447639,1
5756,9352,-95.957,0,0.603535,0.445194,1
5756,9380,-97.978,0,0.636746,0.444937,1
5756,9409,-98.959,0,0.682922,0.541682,1
5756,9784,-116.934,0,0.665374,0.588639,1
5756,10176,-144.953,0,0.693391,0.483375,1
5756,10521,-160.931,0,0.710091,0.5126,1
5756,10802,-182.055,0,0.644311,0.450304,1
5756,10804,-183.017,0,0.656248,0.428404,1
5756,10863,-188.968,0,0.74422,0.621702,1
5756,11015,-201.047,0,0.660699,0.502621,1
5756,11367,-256.06,0,0.60816,0.502746,1
5756,11402,-261.012,0,0.7552,0.6094,1
5756,11494,-276.988,0,0.625873,0.478589,1
5756,11495,-276.985,0,0.762657,0.624398,1
5756,11534,-277.993,0,0.708616,0.565255,1
5756,11992,-330.964,0,0.6369,0.53828,1
5756,12094,-346.93,0,0.664286,0.544093,1
5756,12332,-423.064,0,0.836634,0.609359,1
5756,12378,-439.045,0,0.817589,0.628398,1
5756,12379,-440.04,0,0.771243,0.545365,1
5756,12599,-601.118,0,0.636831,0.420416,1
5762,11452,-268.947,0,0.73086,0.414477,6
5763,5763,0,1,1,1,-1
5764,5791,-1.00302,0,0.893067,0.740612,95
5764,5822,-2.017,0,0.838383,0.61408,95
5774,6732,-18.013,0,0.787859,0.500173,6
5774,6820,-19.016,0,0.805799,0.545769,6
5774,6826,-19.923,0,0.751821,0.450359,6
5774,8315,-378.009,0,0.699442,0.452553,6
5774,8342,-379.011,0,0.709424,0.47759,6
5774,8344,-380.013,0,0.694472,0.419086,6
5774,8404,-57.95,0,0.686364,0.411996,6
5774,8602,-393.981,0,0.737952,0.475166,6
5774,8862,-76.016,0,0.802649,0.524973,6
5774,9769,-114.989,0,0.723737,0.431849,6
5774,10180,-144.006,0,0.724006,0.490423,6
5774,10452,-580.087,0,0.759849,0.491261,6
5774,10464,-581.073,0,0.712531,0.442479,6
5774,10466,-582.077,0,0.717613,0.479492,6
5774,10522,-159.98,0,0.727166,0.507336,6
5774,10554,-164.975,0,0.608869,0.434739,6
5774,11127,-698.171,0,0.781711,0.496388,6
5774,11132,-699.173,0,0.72342,0.424074,6
5774,11149,-221.95,0,0.722058,0.479305,6
5774,11258,-237.92,0,0.702211,0.41871,6
5791,5822,-1.01398,0,0.907759,0.760503,95
5795,6548,-12.969,0,0.706634,0.420188,1
5798,6737,-17.008,0,0.641479,0.51444,51
5798,7598,-35.019,0,0.722634,0.602034,51
5812,9850,-120.035,0,0.819252,0.723419,6
5812,11308,-246.089,0,0.794789,0.736962,6
5828,5828,0,1,1,1,-1
5832,5892,-1.00302,0,0.845906,0.631456,136
5832,5893,-1.004,0,0.788605,0.444746,136
5837,6252,-6.01099,0,0.838283,0.694942,1
5837,6548,-11.956,0,0.705422,0.555886,1
5837,6823,-17.986,0,0.820605,0.612494,1
5837,6968,-18.996,0,0.738966,0.639778,1
5837,7605,-35.037,0,0.683728,0.499088,1
5837,7722,-38.018,0,0.677486,0.471728,1
5837,8337,-54.032,0,0.621803,0.452895,1
5837,8492,-57.994,0,0.732017,0.541533,1
5837,8849,-73.996,0,0.751792,0.534183,1
5837,9352,-92.987,0,0.606435,0.453182,1
5837,11010,-197.092,0,0.730596,0.533525,1
5837,11367,-253.09,0,0.695411,0.467447,1
5839,7203,-24.965,0,0.729152,0.599367,6
5839,11562,-278.078,0,0.888171,0.803692,6
5839,11755,-294.051,0,0.795951,0.552855,6
5839,11762,-295.054,0,0.833915,0.644187,6
5845,5910,-1.00299,0,0.964191,0.837593,33
5845,6142,-3.995,0,0.807247,0.549871,33
5845,6888,-18.01,0,0.791857,0.548583,33
5845,6972,-19.013,0,0.693143,0.446266,33
5847,5847,0,1,1,1,-1
5858,6979,-19.019,0,0.67477,0.580251,6
5858,8891,-76.016,0,0.705474,0.430398,6
5875,7396,-30.047,0,0.813182,0.741162,21
5875,7762,-40.032,0,0.793026,0.712867,21
5875,8545,-59.045,0,0.792408,0.722491,21
5875,8915,-76.053,0,0.784378,0.711444,21
5875,8947,-77.056,0,0.784378,0.711444,21
5875,9447,-98.035,0,0.776861,0.698704,21
5910,6142,-2.992,0,0.813858,0.579309,33
5910,6888,-17.007,0,0.785755,0.552181,33
5910,6972,-18.01,0,0.680505,0.428264,33
5918,6135,-2.03201,0,0.907163,0.683242,1
5918,6371,-6.12601,0,0.793561,0.61568,1
5918,6548,-10.11,0,0.812835,0.584607,1
5918,6823,-16.14,0,0.639671,0.430228,1
5918,6968,-17.15,0,0.696317,0.44472,1
5918,7167,-22.099,0,0.834981,0.645137,1
5918,8168,-45.175,0,0.714581,0.461784,1
5918,8218,-48.19,0,0.730674,0.482443,1
5918,8337,-52.186,0,0.706113,0.443205,1
5918,8359,-53.167,0,0.781717,0.541912,1
5918,8399,-54.147,0,0.856409,0.632854,1
5918,8786,-70.199,0,0.658747,0.409358,1
5918,8807,-71.178,0,0.7592,0.524489,1
5918,8849,-72.15,0,0.711818,0.490596,1
5918,8889,-74.159,0,0.638322,0.434063,1
5918,8998,-80.108,0,0.729907,0.4954,1
5918,9057,-82.123,0,0.823055,0.681173,1
5918,9336,-89.183,0,0.681849,0.461784,1
5918,9343,-90.144,0,0.67325,0.425343,1
5918,9352,-91.141,0,0.644491,0.426023,1
5918,9380,-93.162,0,0.676143,0.449081,1
5918,9409,-94.143,0,0.789024,0.630896,1
5918,9784,-112.118,0,0.62167,0.555606,1
5918,10176,-140.137,0,0.735497,0.463907,1
5918,10521,-156.115,0,0.751945,0.487491,1
5918,10802,-177.239,0,0.705783,0.440895,1
5918,10804,-178.201,0,0.735935,0.415233,1
5918,10863,-184.152,0,0.771897,0.551209,1
5918,11010,-195.246,0,0.648916,0.410735,1
5918,11015,-196.231,0,0.703429,0.438116,1
5918,11295,-242.159,0,0.742193,0.437849,1
5918,11367,-251.244,0,0.71352,0.503457,1
5918,11402,-256.196,0,0.831422,0.655103,1
5918,11494,-272.172,0,0.834302,0.69264,1
5918,11495,-272.169,0,0.709409,0.490461,1
5918,11534,-273.177,0,0.788393,0.551675,1
5918,11992,-326.148,0,0.795758,0.592774,1
5918,12094,-342.114,0,0.848867,0.63428,1
5918,12332,-418.248,0,0.623191,0.43056,1
5918,12378,-434.229,0,0.737191,0.531474,1
5918,12599,-596.302,0,0.668111,0.424226,1
5922,6586,-12.002,0,0.774301,0.597425,6
5922,6619,-13.007,0,0.829301,0.640134,6
5922,6650,-14.011,0,0.765571,0.612277,6
5922,6777,-15.035,0,0.744891,0.476978,6
5922,7213,-24,0,0.915489,0.746868,6
5922,7273,-26.022,0,0.730183,0.545237,6
5922,7399,-29.002,0,0.635786,0.421638,6
5922,7753,-38.016,0,0.702219,0.455263,6
5922,7987,-42.011,0,0.702143,0.498814,6
5922,7990,-42.011,0,0.736619,0.606814,6
5922,8037,-43.022,0,0.670611,0.542067,6
5922,8317,-52.03,0,0.784045,0.53267,6
5922,8558,-58.006,0,0.61425,0.431895,6
5922,8689,-66.011,0,0.706212,0.545804,6
5922,8705,-67.015,0,0.835478,0.606381,6
5922,8717,-68.027,0,0.792268,0.516156,6
5922,8975,-78.012,0,0.691046,0.446986,6
5922,8999,-80.026,0,0.830162,0.568221,6
5922,9204,-84.022,0,0.753119,0.529594,6
5922,9441,-96.021,0,0.775487,0.573325,6
5922,9588,-108.022,0,0.725915,0.534627,6
5922,10059,-127.036,0,0.761317,0.558741,6
5922,10249,-145.046,0,0.797774,0.594867,6
5922,10255,-146.055,0,0.72209,0.445692,6
5922,10563,-162.058,0,0.719612,0.562162,6
5922,10941,-192.064,0,0.735741,0.487887,6
5922,12006,-330.093,0,0.684679,0.503314,6
5922,12445,-470.164,0,0.714785,0.475411,6
5922,12449,-471.168,0,0.692332,0.471987,6
5922,12453,-472.171,0,0.679394,0.442976,6
5922,12580,-586.166,0,0.742722,0.480055,6
5922,12761,-886.274,0,0.734906,0.461316,6
5922,12762,-887.277,0,0.735402,0.465464,6
5922,12764,-888.278,0,0.735431,0.466354,6
5926,6127,-1.047,0,0.914792,0.725941,6
5926,7042,-18.054,0,0.883378,0.79791,6
5926,7091,-19.043,0,0.769585,0.692736,6
5926,10065,-127.996,0,0.617834,0.447623,6
5926,10256,-146.007,0,0.690271,0.492042,6
5926,10264,-147.01,0,0.646156,0.435899,6
5926,10602,-164.018,0,0.832063,0.52297,6
5926,10895,-188.054,0,0.843889,0.548958,6
5926,11183,-221.083,0,0.824578,0.50035,6
5926,11192,-222.087,0,0.843381,0.523875,6
5926,11296,-242.062,0,0.866258,0.611661,6
5934,6081,-1.004,0,0.756047,0.475997,121
5941,6078,-1,0,0.991602,0.899152,6
5941,6140,-2.00299,0,0.986395,0.854261,6
5941,6661,-14.005,0,0.837776,0.454527,6
5941,6756,-14.049,0,0.83518,0.432486,6
5941,6839,-15.992,0,0.875761,0.500845,6
5941,6917,-16.064,0,0.90518,0.591396,6
5941,7169,-21.978,0,0.890226,0.519715,6
5941,7453,-30.008,0,0.832513,0.467689,6
5941,8114,-44.023,0,0.635865,0.410899,6
5941,8509,-56.096,0,0.887358,0.57947,6
5941,8910,-74.106,0,0.920445,0.66222,6
5941,9431,-94.943,0,0.877556,0.533104,6
5941,9448,-96.088,0,0.84081,0.418646,6
5941,9884,-120.146,0,0.865565,0.514257,6
5941,10723,-169.981,0,0.901752,0.441676,6
5941,10877,-186.065,0,0.707543,0.506296,6
5941,10887,-187.068,0,0.897183,0.477915,6
5941,11755,-292.068,0,0.884456,0.505808,6
5945,5945,0,1,1,1,-1
6006,6006,0,1,1,1,-1
6007,6189,-2.01599,0,0.815001,0.599923,21
6007,6254,-3.99402,0,0.700298,0.427659,21
6007,6616,-12.037,0,0.817755,0.613675,21
6007,6738,-14.017,0,0.640348,0.469506,21
6007,7593,-32.027,0,0.803649,0.584717,21
6007,8341,-52.068,0,0.804291,0.55762,21
6007,8732,-68.062,0,0.736592,0.451338,21
6007,8793,-70.079,0,0.761893,0.500804,21
6007,8839,-71.082,0,0.74423,0.485264,21
6007,9303,-87.082,0,0.69774,0.523527,21
6007,9324,-88.089,0,0.775574,0.538516,21
6007,9337,-89.092,0,0.767365,0.50684,21
6007,9349,-90.096,0,0.817844,0.615465,21
6007,9571,-107.063,0,0.780369,0.556566,21
6007,9655,-110.071,0,0.769329,0.533179,21
6007,9773,-111.075,0,0.728156,0.509556,21
6007,12471,-484.25,0,0.706579,0.483693,21
6008,6119,-1.004,0,0.964689,0.840632,6
6008,6826,-15.926,0,0.665676,0.4311,6
6008,6978,-16.999,0,0.82227,0.498031,6
6008,7016,-18.011,0,0.858361,0.754836,6
6008,7832,-39.993,0,0.72552,0.423489,6
6011,6108,-0.998993,0,0.626565,0.46095,76
6078,6140,-1.00299,0,0.993666,0.899823,6
6078,6756,-13.049,0,0.839537,0.469848,6
6078,6788,-14.016,0,0.871487,0.40402,6
6078,6917,-15.064,0,0.902233,0.609385,6
6078,6961,-15.995,0,0.887411,0.502448,6
6078,7169,-20.978,0,0.89214,0.526252,6
6078,7533,-30.011,0,0.758245,0.44745,6
6078,8509,-55.096,0,0.896656,0.614632,6
6078,8910,-73.106,0,0.927896,0.720712,6
6078,9431,-93.943,0,0.874581,0.496309,6
6078,9448,-95.088,0,0.851948,0.496477,6
6078,9884,-119.146,0,0.874585,0.527487,6
6078,10723,-168.981,0,0.904153,0.471426,6
6078,10877,-185.065,0,0.695104,0.513587,6
6078,10887,-186.068,0,0.913768,0.511106,6
6078,11755,-291.068,0,0.888644,0.4901,6
6084,6084,0,1,1,1,-1
6103,8847,-70.953,0,0.617398,0.43788,54
6108,6226,-2.04401,0,0.785228,0.480147,76
6108,6537,-8.02002,0,0.692486,0.431912,76
6111,6111,0,1,1,1,-1
6119,6826,-14.922,0,0.664094,0.412696,6
6119,6978,-15.995,0,0.813469,0.465016,6
6119,7016,-17.007,0,0.852651,0.748448,6
6127,7042,-17.007,0,0.838003,0.618046,6
6127,7091,-17.996,0,0.752397,0.669214,6
6127,10602,-162.971,0,0.779749,0.468961,6
6127,10895,-187.007,0,0.797482,0.473653,6
6127,11183,-220.036,0,0.781393,0.462567,6
6127,11192,-221.04,0,0.789438,0.452088,6
6127,11296,-241.015,0,0.794526,0.464271,6
6135,6371,-4.09399,0,0.72115,0.538077,1
6135,6548,-8.078,0,0.828614,0.580203,1
6135,6823,-14.108,0,0.655496,0.442283,1
6135,6968,-15.118,0,0.745762,0.490672,1
6135,7167,-20.067,0,0.773895,0.572147,1
6135,8168,-43.143,0,0.72741,0.439948,1
6135,8218,-46.158,0,0.768718,0.506363,1
6135,8337,-50.154,0,0.80119,0.549116,1
6135,8359,-51.135,0,0.853923,0.621882,1
6135,8399,-52.115,0,0.873618,0.654749,1
6135,8786,-68.167,0,0.728403,0.489742,1
6135,8807,-69.146,0,0.829106,0.585756,1
6135,8849,-70.118,0,0.741815,0.510516,1
6135,8889,-72.127,0,0.679163,0.48545,1
6135,8998,-78.076,0,0.72163,0.466893,1
6135,9057,-80.091,0,0.804741,0.640315,1
6135,9235,-83.075,0,0.614599,0.40921,1
6135,9336,-87.151,0,0.708734,0.440826,1
